pathway_id	gene_id	counts
hsa04015	3265	48
hsa04015	3397	3
hsa04015	345456	4
hsa04015	3479	23
hsa04015	3480	19
hsa04015	3630	22
hsa04015	3643	13
hsa04015	3674	12
hsa04015	3683	11
hsa04015	3684	13
hsa04015	3688	22
hsa04015	3689	17
hsa04015	3690	15
hsa04015	375189	4
hsa04015	3791	8
hsa04015	3815	9
hsa04015	3845	51
hsa04015	387	29
hsa04015	3937	6
hsa04015	4233	17
hsa04015	4254	7
hsa04015	4301	6
hsa04015	4803	7
hsa04015	4804	6
hsa04015	4893	46
hsa04015	5028	3
hsa04015	50855	4
hsa04015	51196	9
hsa04015	51378	4
hsa04015	5154	15
hsa04015	5155	15
hsa04015	5156	16
hsa04015	5159	15
hsa04015	51735	1
hsa04015	51806	29
hsa04015	5216	4
hsa04015	5217	4
hsa04015	5228	5
hsa04015	5290	67
hsa04015	5291	66
hsa04015	5293	66
hsa04015	5294	66
hsa04015	5295	65
hsa04015	5296	66
hsa04015	5330	39
hsa04015	5331	37
hsa04015	5332	37
hsa04015	5335	26
hsa04015	54518	2
hsa04015	5578	54
hsa04015	5579	56
hsa04015	5582	48
hsa04015	5584	6
hsa04015	5587	1
hsa04015	5590	9
hsa04015	5594	79
hsa04015	5595	78
hsa04015	5600	34
hsa04015	5603	34
hsa04015	56034	9
hsa04015	5604	57
hsa04015	5605	44
hsa04015	5606	11
hsa04015	5608	12
hsa04015	56288	7
hsa04015	57121	2
hsa04015	57568	1
hsa04015	5879	35
hsa04015	5880	20
hsa04015	5881	17
hsa04015	5894	50
hsa04015	5898	4
hsa04015	5899	4
hsa04015	5900	5
hsa04015	5906	12
hsa04015	5908	12
hsa04015	5909	1
hsa04015	60	23
hsa04015	6237	8
hsa04015	6300	35
hsa04015	64411	3
hsa04015	6494	2
hsa04015	6714	25
hsa04015	673	33
hsa04015	7010	5
hsa04015	7057	11
hsa04015	7074	6
hsa04015	7094	4
hsa04015	71	22
hsa04015	7408	6
hsa04015	7410	12
hsa04015	7422	15
hsa04015	7423	6
hsa04015	7424	7
hsa04015	801	29
hsa04015	80310	8
hsa04015	805	29
hsa04015	8074	8
hsa04015	808	29
hsa04015	810	29
hsa04015	83593	5
hsa04015	83660	4
hsa04015	84552	4
hsa04015	84612	4
hsa04015	8503	65
hsa04015	8631	1
hsa04015	8817	8
hsa04015	8822	8
hsa04015	8823	8
hsa04015	889	1
hsa04015	9002	3
hsa04015	9170	3
hsa04015	9223	2
hsa04015	9564	6
hsa04015	9693	2
hsa04015	9732	1
hsa04015	9771	2
hsa04015	9855	2
hsa04015	9863	3
hsa04015	9965	8
hsa04015	998	27
hsa04015	999	11
hsa04020	10105	5
hsa04020	107	35
hsa04020	108	32
hsa04020	10800	2
hsa04020	109	35
hsa04020	1128	6
hsa04020	1129	6
hsa04020	113	32
hsa04020	113026	5
hsa04020	1131	8
hsa04020	1133	4
hsa04020	1139	5
hsa04020	114	34
hsa04020	115	35
hsa04020	135	7
hsa04020	136	5
hsa04020	146	6
hsa04020	147	6
hsa04020	148	7
hsa04020	153	9
hsa04020	154	7
hsa04020	155	5
hsa04020	163688	29
hsa04020	1812	10
hsa04020	1816	4
hsa04020	185	6
hsa04020	1909	5
hsa04020	1910	4
hsa04020	1956	30
hsa04020	196883	33
hsa04020	2064	13
hsa04020	2065	5
hsa04020	2066	4
hsa04020	2149	9
hsa04020	2185	6
hsa04020	22953	2
hsa04020	23236	37
hsa04020	2767	10
hsa04020	2769	3
hsa04020	2774	6
hsa04020	2776	31
hsa04020	2778	35
hsa04020	2902	15
hsa04020	2903	16
hsa04020	2905	12
hsa04020	2906	12
hsa04020	291	5
hsa04020	2911	9
hsa04020	2915	7
hsa04020	292	5
hsa04020	2925	2
hsa04020	293	6
hsa04020	3269	3
hsa04020	3274	3
hsa04020	3356	5
hsa04020	3357	5
hsa04020	3358	5
hsa04020	3360	4
hsa04020	3361	3
hsa04020	3362	4
hsa04020	3363	4
hsa04020	340156	8
hsa04020	3706	4
hsa04020	3707	4
hsa04020	3708	26
hsa04020	3709	24
hsa04020	3710	27
hsa04020	3973	4
hsa04020	4638	8
hsa04020	4842	9
hsa04020	4843	14
hsa04020	4846	10
hsa04020	487	4
hsa04020	488	11
hsa04020	489	4
hsa04020	490	8
hsa04020	491	6
hsa04020	492	6
hsa04020	4923	2
hsa04020	493	6
hsa04020	5021	4
hsa04020	5023	3
hsa04020	5024	2
hsa04020	5025	2
hsa04020	5026	2
hsa04020	5027	2
hsa04020	51196	9
hsa04020	5136	4
hsa04020	5137	4
hsa04020	5153	3
hsa04020	5156	16
hsa04020	5159	15
hsa04020	51806	29
hsa04020	5255	2
hsa04020	5256	2
hsa04020	5257	2
hsa04020	5260	2
hsa04020	5261	2
hsa04020	5330	39
hsa04020	5331	37
hsa04020	5332	37
hsa04020	5333	5
hsa04020	5335	26
hsa04020	5336	27
hsa04020	5350	6
hsa04020	552	3
hsa04020	553	3
hsa04020	5530	21
hsa04020	5532	21
hsa04020	5533	21
hsa04020	5534	20
hsa04020	5535	20
hsa04020	5566	52
hsa04020	5567	51
hsa04020	5568	51
hsa04020	5578	54
hsa04020	5579	56
hsa04020	5582	48
hsa04020	5613	51
hsa04020	56413	2
hsa04020	56848	6
hsa04020	57105	2
hsa04020	5724	3
hsa04020	5731	2
hsa04020	5733	3
hsa04020	5737	2
hsa04020	57620	1
hsa04020	623	5
hsa04020	624	8
hsa04020	6261	4
hsa04020	6262	11
hsa04020	6263	5
hsa04020	6543	3
hsa04020	6546	10
hsa04020	6547	3
hsa04020	6786	2
hsa04020	6865	2
hsa04020	6869	3
hsa04020	6870	2
hsa04020	6915	3
hsa04020	7125	1
hsa04020	7134	5
hsa04020	7201	2
hsa04020	7416	6
hsa04020	7417	5
hsa04020	7419	7
hsa04020	773	14
hsa04020	774	12
hsa04020	775	24
hsa04020	776	24
hsa04020	777	3
hsa04020	778	18
hsa04020	779	18
hsa04020	801	29
hsa04020	80228	1
hsa04020	80271	4
hsa04020	805	29
hsa04020	808	29
hsa04020	810	29
hsa04020	814	9
hsa04020	815	23
hsa04020	816	23
hsa04020	817	23
hsa04020	818	23
hsa04020	83447	5
hsa04020	84812	5
hsa04020	84876	4
hsa04020	85366	8
hsa04020	886	4
hsa04020	887	3
hsa04020	8877	6
hsa04020	8911	3
hsa04020	8912	3
hsa04020	8913	4
hsa04020	89869	6
hsa04020	9127	2
hsa04020	91807	8
hsa04020	93129	1
hsa04020	952	8
hsa04020	9630	3
hsa04022	10000	59
hsa04022	100271849	1
hsa04022	10105	5
hsa04022	10242	3
hsa04022	10335	2
hsa04022	10398	8
hsa04022	10488	20
hsa04022	10672	5
hsa04022	107	35
hsa04022	108	32
hsa04022	109	35
hsa04022	111	37
hsa04022	112	34
hsa04022	113	32
hsa04022	114	34
hsa04022	115	35
hsa04022	1258	4
hsa04022	1259	3
hsa04022	134	4
hsa04022	1385	26
hsa04022	1386	17
hsa04022	1388	14
hsa04022	140	2
hsa04022	146	6
hsa04022	147	6
hsa04022	148	7
hsa04022	148327	20
hsa04022	150	2
hsa04022	151	2
hsa04022	152	2
hsa04022	153	9
hsa04022	154	7
hsa04022	155	5
hsa04022	157855	3
hsa04022	163688	29
hsa04022	185	6
hsa04022	1909	5
hsa04022	1910	4
hsa04022	196883	33
hsa04022	207	59
hsa04022	208	59
hsa04022	23236	37
hsa04022	23439	17
hsa04022	23533	65
hsa04022	2626	2
hsa04022	27094	3
hsa04022	27345	3
hsa04022	2767	10
hsa04022	2768	5
hsa04022	2770	30
hsa04022	2771	30
hsa04022	2773	30
hsa04022	2776	31
hsa04022	291	5
hsa04022	292	5
hsa04022	293	6
hsa04022	2969	3
hsa04022	2977	9
hsa04022	2982	9
hsa04022	2983	9
hsa04022	340156	8
hsa04022	3630	22
hsa04022	3643	13
hsa04022	3667	12
hsa04022	3708	26
hsa04022	3709	24
hsa04022	3710	27
hsa04022	3764	1
hsa04022	3778	5
hsa04022	3779	3
hsa04022	387	29
hsa04022	4205	1
hsa04022	4207	1
hsa04022	4208	4
hsa04022	4209	1
hsa04022	4625	7
hsa04022	4638	8
hsa04022	4659	8
hsa04022	468	22
hsa04022	476	17
hsa04022	477	17
hsa04022	4772	12
hsa04022	4773	11
hsa04022	4775	9
hsa04022	4776	6
hsa04022	478	17
hsa04022	480	17
hsa04022	481	17
hsa04022	482	17
hsa04022	483	17
hsa04022	4846	10
hsa04022	486	16
hsa04022	487	4
hsa04022	4879	1
hsa04022	488	11
hsa04022	4881	5
hsa04022	4882	4
hsa04022	489	4
hsa04022	490	8
hsa04022	491	6
hsa04022	492	6
hsa04022	493	6
hsa04022	4985	2
hsa04022	5138	3
hsa04022	5139	6
hsa04022	5140	6
hsa04022	51806	29
hsa04022	5290	67
hsa04022	5291	66
hsa04022	5293	66
hsa04022	5294	66
hsa04022	5295	65
hsa04022	5296	66
hsa04022	5330	39
hsa04022	5331	37
hsa04022	5332	37
hsa04022	5350	6
hsa04022	5499	19
hsa04022	5500	19
hsa04022	5501	19
hsa04022	5530	21
hsa04022	5532	21
hsa04022	5533	21
hsa04022	5534	20
hsa04022	5535	20
hsa04022	5581	8
hsa04022	5592	8
hsa04022	5593	7
hsa04022	5594	79
hsa04022	5595	78
hsa04022	5604	57
hsa04022	5605	44
hsa04022	572	27
hsa04022	5894	50
hsa04022	5997	2
hsa04022	6093	16
hsa04022	624	8
hsa04022	64764	20
hsa04022	6543	3
hsa04022	6546	10
hsa04022	6547	3
hsa04022	6722	4
hsa04022	7225	1
hsa04022	7408	6
hsa04022	7416	6
hsa04022	7417	5
hsa04022	7419	7
hsa04022	775	24
hsa04022	776	24
hsa04022	778	18
hsa04022	779	18
hsa04022	801	29
hsa04022	805	29
hsa04022	808	29
hsa04022	810	29
hsa04022	83447	5
hsa04022	84699	20
hsa04022	8471	6
hsa04022	8503	65
hsa04022	85366	8
hsa04022	8654	2
hsa04022	8660	8
hsa04022	90993	20
hsa04022	91807	8
hsa04022	9475	15
hsa04022	9569	3
hsa04022	9586	19
hsa04024	10000	59
hsa04024	10021	1
hsa04024	10257	3
hsa04024	10398	8
hsa04024	10411	6
hsa04024	10451	10
hsa04024	10488	20
hsa04024	107	35
hsa04024	108	32
hsa04024	1080	7
hsa04024	109	35
hsa04024	11069	5
hsa04024	111	37
hsa04024	112	34
hsa04024	1128	6
hsa04024	1129	6
hsa04024	113	32
hsa04024	114	34
hsa04024	115	35
hsa04024	116443	7
hsa04024	116444	7
hsa04024	117	4
hsa04024	1258	4
hsa04024	1259	3
hsa04024	1260	1
hsa04024	1261	2
hsa04024	1262	2
hsa04024	134	4
hsa04024	135	7
hsa04024	1385	26
hsa04024	1387	24
hsa04024	139760	2
hsa04024	148327	20
hsa04024	153	9
hsa04024	154	7
hsa04024	163688	29
hsa04024	1812	10
hsa04024	1813	8
hsa04024	1816	4
hsa04024	1909	5
hsa04024	196883	33
hsa04024	2033	24
hsa04024	207	59
hsa04024	208	59
hsa04024	2149	9
hsa04024	22800	7
hsa04024	23439	17
hsa04024	2353	24
hsa04024	23533	65
hsa04024	2488	4
hsa04024	2492	3
hsa04024	2550	5
hsa04024	268	4
hsa04024	2693	2
hsa04024	2696	2
hsa04024	27198	1
hsa04024	2735	4
hsa04024	2737	4
hsa04024	2740	3
hsa04024	2770	30
hsa04024	2771	30
hsa04024	2773	30
hsa04024	2778	35
hsa04024	2867	1
hsa04024	2890	11
hsa04024	2891	12
hsa04024	2892	10
hsa04024	2893	8
hsa04024	2902	15
hsa04024	2903	16
hsa04024	2904	16
hsa04024	2905	12
hsa04024	2906	12
hsa04024	3350	3
hsa04024	3351	3
hsa04024	3352	3
hsa04024	3354	3
hsa04024	3355	3
hsa04024	3360	4
hsa04024	3362	4
hsa04024	338442	1
hsa04024	3725	33
hsa04024	387	29
hsa04024	3991	3
hsa04024	4158	2
hsa04024	4301	6
hsa04024	4659	8
hsa04024	476	17
hsa04024	477	17
hsa04024	4772	12
hsa04024	478	17
hsa04024	4790	48
hsa04024	4792	32
hsa04024	480	17
hsa04024	481	17
hsa04024	482	17
hsa04024	483	17
hsa04024	4852	3
hsa04024	486	16
hsa04024	488	11
hsa04024	4881	5
hsa04024	4886	2
hsa04024	490	8
hsa04024	491	6
hsa04024	492	6
hsa04024	493	6
hsa04024	5021	4
hsa04024	5058	14
hsa04024	51	8
hsa04024	51196	9
hsa04024	5139	6
hsa04024	5140	6
hsa04024	5141	3
hsa04024	5142	3
hsa04024	5143	3
hsa04024	5144	3
hsa04024	51738	1
hsa04024	51806	29
hsa04024	5290	67
hsa04024	5291	66
hsa04024	5293	66
hsa04024	5294	66
hsa04024	5295	65
hsa04024	5296	66
hsa04024	5337	11
hsa04024	5338	9
hsa04024	5348	1
hsa04024	5350	6
hsa04024	5465	5
hsa04024	54714	1
hsa04024	5499	19
hsa04024	5500	19
hsa04024	5501	19
hsa04024	5566	52
hsa04024	5567	51
hsa04024	5568	51
hsa04024	55811	3
hsa04024	5594	79
hsa04024	5595	78
hsa04024	5599	41
hsa04024	5601	41
hsa04024	5602	40
hsa04024	5604	57
hsa04024	5605	44
hsa04024	5613	51
hsa04024	56670	1
hsa04024	572	27
hsa04024	5727	5
hsa04024	5732	3
hsa04024	5733	3
hsa04024	5879	35
hsa04024	5880	20
hsa04024	5881	17
hsa04024	5894	50
hsa04024	5906	12
hsa04024	5908	12
hsa04024	5970	47
hsa04024	6093	16
hsa04024	610	1
hsa04024	6237	8
hsa04024	6262	11
hsa04024	627	6
hsa04024	64399	4
hsa04024	64411	3
hsa04024	64764	20
hsa04024	6548	10
hsa04024	6662	1
hsa04024	673	33
hsa04024	6751	2
hsa04024	6752	3
hsa04024	6755	2
hsa04024	7074	6
hsa04024	7137	5
hsa04024	7253	4
hsa04024	7409	10
hsa04024	7410	12
hsa04024	7434	2
hsa04024	775	24
hsa04024	776	24
hsa04024	778	18
hsa04024	779	18
hsa04024	801	29
hsa04024	805	29
hsa04024	808	29
hsa04024	810	29
hsa04024	814	9
hsa04024	815	23
hsa04024	816	23
hsa04024	817	23
hsa04024	818	23
hsa04024	8310	8
hsa04024	84152	5
hsa04024	84699	20
hsa04024	84876	4
hsa04024	8503	65
hsa04024	8843	1
hsa04024	90993	20
hsa04024	9475	15
hsa04024	9568	5
hsa04024	9586	19
hsa04060	10344	2
hsa04060	10563	2
hsa04060	10663	2
hsa04060	10673	4
hsa04060	10803	3
hsa04060	10850	2
hsa04060	10913	1
hsa04060	11009	2
hsa04060	115650	5
hsa04060	116379	2
hsa04060	1230	2
hsa04060	1232	3
hsa04060	1233	3
hsa04060	1234	5
hsa04060	1235	2
hsa04060	1236	3
hsa04060	1237	3
hsa04060	1270	2
hsa04060	1271	2
hsa04060	1435	8
hsa04060	1436	9
hsa04060	1437	12
hsa04060	1438	4
hsa04060	1439	3
hsa04060	1440	5
hsa04060	1441	5
hsa04060	1489	2
hsa04060	149233	3
hsa04060	1524	2
hsa04060	163702	2
hsa04060	1896	1
hsa04060	1950	21
hsa04060	1956	30
hsa04060	2056	5
hsa04060	2057	4
hsa04060	2277	6
hsa04060	2321	9
hsa04060	2322	5
hsa04060	2323	3
hsa04060	2324	5
hsa04060	23495	3
hsa04060	23529	2
hsa04060	23765	1
hsa04060	268	4
hsa04060	2688	4
hsa04060	2689	4
hsa04060	269	2
hsa04060	2690	4
hsa04060	27190	1
hsa04060	27242	1
hsa04060	2826	3
hsa04060	282616	2
hsa04060	282617	2
hsa04060	282618	2
hsa04060	2829	2
hsa04060	2833	2
hsa04060	2919	9
hsa04060	2920	7
hsa04060	2921	5
hsa04060	29949	2
hsa04060	3082	10
hsa04060	338376	3
hsa04060	3439	15
hsa04060	3440	15
hsa04060	3441	15
hsa04060	3442	15
hsa04060	3443	15
hsa04060	3444	15
hsa04060	3445	15
hsa04060	3446	15
hsa04060	3447	15
hsa04060	3448	15
hsa04060	3449	15
hsa04060	3451	15
hsa04060	3452	15
hsa04060	3454	11
hsa04060	3455	10
hsa04060	3456	15
hsa04060	3458	28
hsa04060	3459	14
hsa04060	3460	14
hsa04060	3467	3
hsa04060	355	20
hsa04060	3552	17
hsa04060	3553	30
hsa04060	3554	9
hsa04060	3556	3
hsa04060	3558	13
hsa04060	3559	7
hsa04060	356	21
hsa04060	3560	7
hsa04060	3561	8
hsa04060	3562	8
hsa04060	3563	5
hsa04060	3565	13
hsa04060	3566	5
hsa04060	3567	10
hsa04060	3568	3
hsa04060	3569	32
hsa04060	3570	6
hsa04060	3572	3
hsa04060	3574	4
hsa04060	3575	6
hsa04060	3576	22
hsa04060	3577	4
hsa04060	3578	3
hsa04060	3579	4
hsa04060	3581	3
hsa04060	3586	20
hsa04060	3587	5
hsa04060	3588	5
hsa04060	3589	4
hsa04060	3590	3
hsa04060	3592	19
hsa04060	3593	19
hsa04060	3594	3
hsa04060	3595	3
hsa04060	3596	6
hsa04060	3597	2
hsa04060	3600	7
hsa04060	3601	4
hsa04060	3604	1
hsa04060	3605	3
hsa04060	3606	11
hsa04060	3624	2
hsa04060	3625	2
hsa04060	3626	2
hsa04060	3627	7
hsa04060	3791	8
hsa04060	3815	9
hsa04060	388372	6
hsa04060	3952	6
hsa04060	3953	6
hsa04060	3976	3
hsa04060	3977	2
hsa04060	4049	6
hsa04060	4050	3
hsa04060	4055	6
hsa04060	414062	6
hsa04060	4233	17
hsa04060	4254	7
hsa04060	4283	3
hsa04060	4352	2
hsa04060	4804	6
hsa04060	4982	2
hsa04060	5008	3
hsa04060	50604	2
hsa04060	50615	3
hsa04060	50616	3
hsa04060	51330	1
hsa04060	5154	15
hsa04060	5155	15
hsa04060	5156	16
hsa04060	51561	6
hsa04060	5159	15
hsa04060	5196	2
hsa04060	5197	2
hsa04060	53832	2
hsa04060	53833	2
hsa04060	5473	2
hsa04060	55504	1
hsa04060	55540	1
hsa04060	55801	2
hsa04060	56034	9
hsa04060	5617	5
hsa04060	5618	5
hsa04060	56477	3
hsa04060	56832	3
hsa04060	57007	1
hsa04060	58191	2
hsa04060	58985	2
hsa04060	59067	3
hsa04060	60401	1
hsa04060	608	2
hsa04060	6346	2
hsa04060	6347	9
hsa04060	6348	6
hsa04060	6349	6
hsa04060	6351	6
hsa04060	6352	12
hsa04060	6354	2
hsa04060	6355	2
hsa04060	6356	3
hsa04060	6357	3
hsa04060	6358	2
hsa04060	6359	2
hsa04060	6360	2
hsa04060	6361	2
hsa04060	6362	2
hsa04060	6363	3
hsa04060	6364	4
hsa04060	6366	3
hsa04060	6367	2
hsa04060	6368	2
hsa04060	6369	2
hsa04060	6370	3
hsa04060	6372	4
hsa04060	6373	3
hsa04060	6374	5
hsa04060	6375	2
hsa04060	6376	3
hsa04060	6387	7
hsa04060	64109	2
hsa04060	643	2
hsa04060	64806	1
hsa04060	650	6
hsa04060	655	3
hsa04060	657	3
hsa04060	658	3
hsa04060	659	4
hsa04060	6846	2
hsa04060	7040	28
hsa04060	7042	27
hsa04060	7043	24
hsa04060	7046	15
hsa04060	7048	15
hsa04060	7124	45
hsa04060	7132	17
hsa04060	7133	4
hsa04060	7173	7
hsa04060	7292	1
hsa04060	729230	2
hsa04060	7293	1
hsa04060	7422	15
hsa04060	7423	6
hsa04060	7424	7
hsa04060	7850	6
hsa04060	7852	6
hsa04060	80301	1
hsa04060	8200	3
hsa04060	83729	2
hsa04060	84957	1
hsa04060	85480	2
hsa04060	8600	5
hsa04060	8718	1
hsa04060	8740	3
hsa04060	8741	3
hsa04060	8742	1
hsa04060	8743	6
hsa04060	8744	1
hsa04060	8764	2
hsa04060	8771	1
hsa04060	8784	1
hsa04060	8792	5
hsa04060	8793	5
hsa04060	8794	5
hsa04060	8795	6
hsa04060	8797	5
hsa04060	8807	2
hsa04060	8809	3
hsa04060	8995	1
hsa04060	90	2
hsa04060	91	2
hsa04060	9180	3
hsa04060	92	2
hsa04060	93	2
hsa04060	939	1
hsa04060	943	1
hsa04060	944	1
hsa04060	9547	2
hsa04060	9560	6
hsa04060	958	16
hsa04060	959	13
hsa04060	970	1
hsa04060	9966	1
hsa04062	10000	59
hsa04062	10235	5
hsa04062	10344	2
hsa04062	10451	10
hsa04062	10563	2
hsa04062	10663	2
hsa04062	10681	12
hsa04062	107	35
hsa04062	108	32
hsa04062	10803	3
hsa04062	10850	2
hsa04062	109	35
hsa04062	111	37
hsa04062	112	34
hsa04062	113	32
hsa04062	114	34
hsa04062	1147	32
hsa04062	115	35
hsa04062	1230	2
hsa04062	1232	3
hsa04062	1233	3
hsa04062	1234	5
hsa04062	1235	2
hsa04062	1236	3
hsa04062	1237	3
hsa04062	131890	3
hsa04062	1398	15
hsa04062	1399	15
hsa04062	1524	2
hsa04062	156	4
hsa04062	157	5
hsa04062	1794	2
hsa04062	196883	33
hsa04062	207	59
hsa04062	208	59
hsa04062	2185	6
hsa04062	2268	2
hsa04062	2309	8
hsa04062	23236	37
hsa04062	23533	65
hsa04062	25759	14
hsa04062	2770	30
hsa04062	2771	30
hsa04062	2773	30
hsa04062	2782	14
hsa04062	2783	12
hsa04062	2784	13
hsa04062	2785	13
hsa04062	2786	12
hsa04062	2787	12
hsa04062	2788	12
hsa04062	2790	12
hsa04062	2791	12
hsa04062	2792	13
hsa04062	2793	12
hsa04062	2826	3
hsa04062	2829	2
hsa04062	2833	2
hsa04062	2868	3
hsa04062	2869	3
hsa04062	2870	3
hsa04062	2885	34
hsa04062	2919	9
hsa04062	2920	7
hsa04062	2921	5
hsa04062	2931	3
hsa04062	2932	29
hsa04062	3055	2
hsa04062	3265	48
hsa04062	3551	38
hsa04062	3576	22
hsa04062	3577	4
hsa04062	3579	4
hsa04062	3627	7
hsa04062	3702	3
hsa04062	3717	12
hsa04062	3718	8
hsa04062	3845	51
hsa04062	387	29
hsa04062	388372	6
hsa04062	399694	14
hsa04062	4067	10
hsa04062	408	5
hsa04062	409	7
hsa04062	414062	6
hsa04062	4283	3
hsa04062	4790	48
hsa04062	4792	32
hsa04062	4793	15
hsa04062	4893	46
hsa04062	5058	14
hsa04062	51764	13
hsa04062	5196	2
hsa04062	5197	2
hsa04062	5290	67
hsa04062	5291	66
hsa04062	5293	66
hsa04062	5294	66
hsa04062	5295	65
hsa04062	5296	66
hsa04062	5330	39
hsa04062	5331	37
hsa04062	5332	37
hsa04062	53358	13
hsa04062	54331	12
hsa04062	5473	2
hsa04062	5566	52
hsa04062	5567	51
hsa04062	5568	51
hsa04062	5579	56
hsa04062	5580	10
hsa04062	5590	9
hsa04062	5594	79
hsa04062	5595	78
hsa04062	55970	14
hsa04062	5604	57
hsa04062	5613	51
hsa04062	56288	7
hsa04062	56477	3
hsa04062	5747	14
hsa04062	57580	1
hsa04062	58191	2
hsa04062	5829	8
hsa04062	5879	35
hsa04062	5880	20
hsa04062	5894	50
hsa04062	5906	12
hsa04062	5908	12
hsa04062	59345	12
hsa04062	5970	47
hsa04062	6011	3
hsa04062	6093	16
hsa04062	6346	2
hsa04062	6347	9
hsa04062	6348	6
hsa04062	6349	6
hsa04062	6351	6
hsa04062	6352	12
hsa04062	6354	2
hsa04062	6355	2
hsa04062	6356	3
hsa04062	6357	3
hsa04062	6358	2
hsa04062	6359	2
hsa04062	6360	2
hsa04062	6361	2
hsa04062	6362	2
hsa04062	6363	3
hsa04062	6364	4
hsa04062	6366	3
hsa04062	6367	2
hsa04062	6368	2
hsa04062	6369	2
hsa04062	6370	3
hsa04062	6372	4
hsa04062	6373	3
hsa04062	6374	5
hsa04062	6375	2
hsa04062	6376	3
hsa04062	6387	7
hsa04062	643	2
hsa04062	6464	14
hsa04062	648044	14
hsa04062	653361	6
hsa04062	6654	32
hsa04062	6655	32
hsa04062	6714	25
hsa04062	673	33
hsa04062	6772	17
hsa04062	6773	8
hsa04062	6774	18
hsa04062	6777	11
hsa04062	6846	2
hsa04062	7074	6
hsa04062	729230	2
hsa04062	7409	10
hsa04062	7410	12
hsa04062	7454	8
hsa04062	7852	6
hsa04062	8503	65
hsa04062	8517	32
hsa04062	8976	8
hsa04062	94235	12
hsa04062	9475	15
hsa04062	9547	2
hsa04062	9560	6
hsa04062	9564	6
hsa04062	9844	3
hsa04062	998	27
hsa04064	10454	10
hsa04064	10673	4
hsa04064	10892	4
hsa04064	114609	5
hsa04064	1147	32
hsa04064	115650	5
hsa04064	142	2
hsa04064	1457	8
hsa04064	1459	8
hsa04064	1460	8
hsa04064	148022	8
hsa04064	23085	1
hsa04064	23118	11
hsa04064	23586	9
hsa04064	23643	5
hsa04064	257397	3
hsa04064	27040	7
hsa04064	2920	7
hsa04064	29760	4
hsa04064	329	10
hsa04064	330	10
hsa04064	331	8
hsa04064	3383	13
hsa04064	353376	4
hsa04064	3551	38
hsa04064	3553	30
hsa04064	3554	9
hsa04064	3576	22
hsa04064	3654	11
hsa04064	388372	6
hsa04064	3929	4
hsa04064	3932	6
hsa04064	4049	6
hsa04064	4050	3
hsa04064	4055	6
hsa04064	4067	10
hsa04064	4615	16
hsa04064	4616	5
hsa04064	472	8
hsa04064	4790	48
hsa04064	4791	8
hsa04064	4792	32
hsa04064	51135	11
hsa04064	51588	3
hsa04064	5328	5
hsa04064	5335	26
hsa04064	5336	27
hsa04064	55367	2
hsa04064	5579	56
hsa04064	5588	7
hsa04064	5743	14
hsa04064	596	19
hsa04064	597	2
hsa04064	5970	47
hsa04064	5971	5
hsa04064	598	13
hsa04064	6351	6
hsa04064	6357	3
hsa04064	6363	3
hsa04064	6366	3
hsa04064	6387	7
hsa04064	6850	11
hsa04064	6885	16
hsa04064	695	6
hsa04064	7099	21
hsa04064	7124	45
hsa04064	7128	5
hsa04064	7132	17
hsa04064	7185	8
hsa04064	7186	15
hsa04064	7187	10
hsa04064	7188	7
hsa04064	7189	20
hsa04064	7329	4
hsa04064	7412	7
hsa04064	7535	5
hsa04064	7706	3
hsa04064	84433	3
hsa04064	8517	32
hsa04064	8600	5
hsa04064	8717	9
hsa04064	8737	8
hsa04064	8740	3
hsa04064	8792	5
hsa04064	8837	4
hsa04064	8915	4
hsa04064	9020	10
hsa04064	929	13
hsa04064	9560	6
hsa04064	958	16
hsa04064	959	13
hsa04066	10000	59
hsa04066	1026	21
hsa04066	1027	15
hsa04066	112398	3
hsa04066	112399	3
hsa04066	1387	24
hsa04066	1536	4
hsa04066	1906	3
hsa04066	1950	21
hsa04066	1956	30
hsa04066	1977	5
hsa04066	1978	8
hsa04066	2023	6
hsa04066	2026	6
hsa04066	2027	6
hsa04066	2033	24
hsa04066	2056	5
hsa04066	2064	13
hsa04066	207	59
hsa04066	208	59
hsa04066	226	7
hsa04066	2321	9
hsa04066	23533	65
hsa04066	2475	15
hsa04066	253314	5
hsa04066	2597	6
hsa04066	27035	4
hsa04066	284	5
hsa04066	285	4
hsa04066	2872	3
hsa04066	3091	6
hsa04066	3098	12
hsa04066	3099	12
hsa04066	3101	12
hsa04066	3162	4
hsa04066	3458	28
hsa04066	3459	14
hsa04066	3460	14
hsa04066	3479	23
hsa04066	3480	19
hsa04066	3569	32
hsa04066	3570	6
hsa04066	3630	22
hsa04066	3643	13
hsa04066	3939	6
hsa04066	405	4
hsa04066	4055	6
hsa04066	4790	48
hsa04066	4843	14
hsa04066	4846	10
hsa04066	4878	1
hsa04066	50508	4
hsa04066	5054	5
hsa04066	51378	4
hsa04066	5160	6
hsa04066	5161	6
hsa04066	5162	6
hsa04066	5163	1
hsa04066	5207	3
hsa04066	5208	4
hsa04066	5209	3
hsa04066	5210	3
hsa04066	5211	9
hsa04066	5230	5
hsa04066	5290	67
hsa04066	5291	66
hsa04066	5293	66
hsa04066	5294	66
hsa04066	5295	65
hsa04066	5296	66
hsa04066	5335	26
hsa04066	5336	27
hsa04066	54583	3
hsa04066	5578	54
hsa04066	5579	56
hsa04066	5582	48
hsa04066	5594	79
