mmu_geneid	mmu_counts	hsa_geneid	has_counts	dme_geneid	dme_counts
547349	13	593	2	19893556	2
101056305	13	594	2	19893558	2
12287	12	595	32	19893529	2
12475	12	596	19	19893542	2
12578	12	597	2	19893551	2
12702	12	598	13	19893552	2
12981	12	599	1	19893549	2
14360	12	602	1	19893555	2
14693	12	604	2	39214	2
14696	12	608	2	33179	2
14697	12	610	1	37946	2
14700	12	613	2	43477	2
14702	12	622	3	44207	2
14706	12	623	5	39926	1
14707	12	624	8	38378	2
14708	12	627	6	40272	2
14709	12	629	2	42591	2
14710	12	635	3	33852	2
14800	12	637	9	3355155	2
14813	12	641	2	37466	2
14814	12	643	2	36159	2
15275	12	644	1	31190	2
15277	12	645	2	33528	2
16367	12	648	2	37385	2
16399	12	650	6	36640	2
16401	12	652	6	31578	2
16403	12	653	2	317928	2
16452	12	654	3	31697	2
16842	12	655	3	5740593	2
17128	12	656	2	42282	2
18018	12	657	3	37922	1
19052	12	658	3	45401	2
19053	12	659	4	44390	2
20181	12	661	6	44046	2
21414	12	662	1	246560	2
21415	12	664	2	43369	2
21416	12	669	3	39950	2
26399	12	672	4	43442	4
26400	12	673	33	42216	4
51792	12	675	4	246543	4
56752	12	680	1	42214	4
66066	12	683	4	34587	4
73699	12	685	1	42341	3
74147	12	686	3	36731	3
97212	12	694	1	40748	3
103988	12	695	6	44307	4
109905	12	699	3	39282	4
193740	12	701	2	317846	4
212032	12	706	2	36900	4
215449	12	708	1	34482	4
216019	12	710	2	40679	3
100043507	12	712	6	44702	3
11938	11	713	6	36328	3
12266	11	714	6	31235	3
12447	11	715	5	36826	3
12448	11	716	4	41550	3
12487	11	717	4	45668	3
12524	11	718	11	45012	3
14719	11	719	3	34695	3
14799	11	720	4	31342	4
15481	11	721	4	38521	3
15482	11	722	2	40389	3
15511	11	725	2	38503	3
15512	11	727	6	42041	3
15975	11	728	3	45247	4
16173	11	729	3	41806	4
16179	11	730	3	34997	4
16408	11	731	4	35419	1
16773	11	732	4	40180	1
18019	11	733	4	40333	1
18534	11	735	4	53432	1
20191	11	747	1	53427	1
20304	11	759	1	34689	1
20851	11	760	6	38284	1
20963	11	761	1	41092	2
21825	11	762	2	326128	4
22236	11	763	1	33847	2
22238	11	765	1	33986	3
22325	11	766	1	32228	2
26397	11	767	1	39479	2
26398	11	768	1	39976	2
54131	11	771	1	39975	2
56438	11	773	14	41679	2
68652	11	774	12	36627	2
71773	11	775	24	39396	2
72094	11	776	24	37834	2
74551	11	777	3	41318	2
93747	11	778	18	42051	3
94215	11	779	18	42466	3
94284	11	781	7	44750	2
100559	11	782	7	32352	2
100727	11	783	7	318908	2
105787	11	784	7	48224	2
108079	11	785	7	43739	3
112417	11	786	7	45830	3
208650	11	790	3	40326	3
231396	11	793	1	42973	3
243085	11	795	1	43710	3
266632	11	799	2	39213	2
394430	11	800	1	36121	4
394432	11	801	29	38228	8
394433	11	805	29	41542	4
394434	11	808	29	33963	4
394435	11	810	29	43661	3
394436	11	811	5	38315	4
433759	11	814	9	32524	4
552899	11	815	23	37756	4
100043674	11	816	23	42201	4
11532	10	817	23	246393	2
11783	10	818	23	36969	4
11796	10	820	2	41927	1
11797	10	821	5	326161	1
12402	10	823	3	37376	1
12445	10	824	4	38285	1
12519	10	833	1	317967	1
12550	10	834	7	32822	4
13195	10	836	25	39941	4
13488	10	838	1	3772344	4
14082	10	839	1	5740349	1
14182	10	840	6	33712	4
14377	10	841	18	41476	2
14378	10	842	22	39854	1
14672	10	843	5	32043	4
14718	10	847	5	40002	4
15182	10	857	5	41373	2
15234	10	858	4	42619	4
15976	10	859	4	32816	2
16191	10	860	1	39310	4
16400	10	861	4	33718	4
16421	10	862	3	3772329	6
18127	10	867	10	37875	4
18753	10	868	11	43379	1
18770	10	873	4	40528	2
18778	10	874	3	32100	4
18780	10	875	4	40167	4
18781	10	883	4	32485	1
18782	10	886	4	42553	4
18784	10	887	3	38942	4
18805	10	889	1	44915	4
19247	10	890	6	43278	4
20541	10	891	5	39746	8
20544	10	894	14	42758	6
20850	10	896	10	38661	6
22031	10	898	11	31309	1
22324	10	900	2	34553	1
26565	10	901	2	41825	1
26970	10	902	3	42001	1
26971	10	904	1	42002	1
53357	10	905	1	43493	1
53623	10	909	1	43682	1
56480	10	910	1	35196	4
57257	10	911	1	36670	1
58988	10	912	2	37560	6
66350	10	913	1	43456	1
66513	10	914	2	32396	3
68401	10	915	6	41174	3
69836	10	916	6	246458	4
72508	10	917	5	35107	1
80794	10	919	3	34594	1
237625	10	920	5	41760	1
11350	9	921	1	37741	1
11472	9	923	1	32233	1
11474	9	924	1	31194	1
11554	9	925	5	34892	8
11670	9	926	5	40935	3
11789	9	928	1	38753	3
11972	9	929	13	34196	1
12122	9	930	5	43873	3
12326	9	931	1	34392	4
12978	9	933	3	36280	4
13077	9	939	1	42942	4
14062	9	940	11	35043	4
14129	9	941	10	5740790	4
14164	9	942	11	36160	4
14184	9	943	1	261631	4
14254	9	944	1	40415	4
14268	9	945	1	36617	4
14816	9	947	2	42563	4
16177	9	948	8	33210	4
16419	9	949	6	41721	4
16519	9	950	1	41741	4
16522	9	951	1	48312	4
16590	9	952	8	34796	4
17096	9	953	3	36289	4
17395	9	954	1	32406	1
18021	9	955	2	41605	5
18125	9	956	3	40325	3
18641	9	957	2	34060	3
18762	9	958	16	36968	4
18806	9	959	13	33510	3
18971	9	960	6	33233	1
18972	9	961	1	37644	3
20293	9	962	1	38655	2
20296	9	965	2	37062	2
22415	9	966	2	43240	3
22416	9	967	2	40222	2
22417	9	968	1	34124	3
23805	9	970	1	34123	3
52432	9	971	1	34122	3
53859	9	972	3	40675	5
54123	9	973	2	39645	2
54195	9	974	1	43165	2
54635	9	975	3	41022	2
56421	9	978	3	34529	2
56847	9	983	8	42894	3
60595	9	988	1	36953	3
60596	9	990	1	40916	5
67689	9	991	5	32640	3
67967	9	993	3	42493	3
69745	9	994	4	31858	5
71609	9	995	4	31760	2
71785	9	996	5	40475	2
71978	9	997	2	33499	3
72930	9	998	27	2768965	2
73458	9	999	11	34791	5
74055	9	1000	2	40492	3
93735	9	1001	1	36128	2
109711	9	1002	1	40812	4
230073	9	1003	2	32292	5
234889	9	1013	1	36396	4
239134	9	1017	14	42756	5
242341	9	1019	17	39556	3
269643	9	1020	3	40188	6
621603	9	1021	14	41121	1
666513	9	1022	3	3771738	4
11364	8	1025	1	39878	4
11430	8	1026	21	38484	5
11522	8	1027	15	42832	5
11529	8	1028	1	3354921	3
11761	8	1029	12	43373	3
11798	8	1030	7	36782	10
11920	8	1031	3	33373	10
11975	8	1032	2	33172	6
11984	8	1036	3	32087	6
12062	8	1040	3	40434	3
12385	8	1050	4	31587	6
12386	8	1051	3	43092	3
12427	8	1053	1	39085	4
12491	8	1054	1	37815	3
12494	8	1056	5	33081	4
12534	8	1066	2	42783	3
12671	8	1069	1	39333	1
12703	8	1072	4	46391	5
12977	8	1073	4	40708	4
12995	8	1075	1	31524	7
13000	8	1080	7	41253	3
13001	8	1081	6	19836116	2
13095	8	1101	3	40268	1
13096	8	1103	2	34554	4
13097	8	1108	1	34474	4
13098	8	1109	4	41117	5
13099	8	1111	4	32420	2
13106	8	1118	1	32418	2
13489	8	1119	2	33431	4
13666	8	1120	2	33955	5
13685	8	1128	6	37143	5
14165	8	1129	6	40875	2
14166	8	1131	8	41561	1
14167	8	1132	3	40349	2
14168	8	1133	4	37026	2
14169	8	1134	1	32471	2
14170	8	1135	1	42043	2
14171	8	1136	2	35152	2
14172	8	1137	3	32334	2
14173	8	1138	1	43713	2
14174	8	1139	5	40630	2
14175	8	1140	1	41570	4
14176	8	1141	3	326189	2
14177	8	1142	1	39403	5
14178	8	1143	2	37139	3
14179	8	1144	1	38342	2
14180	8	1145	1	36955	2
14183	8	1146	1	34396	3
14204	8	1147	32	48552	3
14365	8	1152	2	41167	5
14645	8	1154	2	32297	6
14660	8	1158	2	3355069	2
14802	8	1159	2	30995	6
15107	8	1160	2	43750	2
15516	8	1161	2	59261	2
15519	8	1163	2	192507	2
16186	8	1164	2	41869	5
16187	8	1173	4	32441	2
16453	8	1174	1	38979	2
16542	8	1175	4	41149	2
16775	8	1176	1	36392	2
17906	8	1179	2	32789	2
17931	8	1181	1	40133	1
18034	8	1188	1	36481	1
18211	8	1195	1	319025	2
18642	8	1200	1	42421	1
18746	8	1201	1	41303	1
18754	8	1203	1	32399	1
19079	8	1207	1	30971	1
19082	8	1208	1	37962	1
19091	8	1211	6	41843	1
19303	8	1212	6	40793	1
19766	8	1213	6	31015	1
20130	8	1215	1	34064	2
20182	8	1230	2	43351	1
20183	8	1232	3	39265	1
20525	8	1233	3	41743	1
20847	8	1234	5	3354971	1
20890	8	1235	2	32301	1
21402	8	1236	3	41483	1
21823	8	1237	3	31149	1
21871	8	1241	1	41737	1
22029	8	1244	2	46717	3
22408	8	1258	4	39041	1
22409	8	1259	3	43416	2
22410	8	1260	1	43627	2
22411	8	1261	2	3771984	2
22412	8	1262	2	326113	2
22413	8	1263	2	318781	2
22414	8	1268	3	40028	2
22418	8	1269	1	317911	2
22419	8	1270	2	5740402	2
22420	8	1271	2	40023	2
22421	8	1272	1	41922	1
22422	8	1277	6	39040	1
22423	8	1278	6	41274	4
26876	8	1280	6	42728	4
26965	8	1281	6	40443	3
27060	8	1282	7	43629	2
27401	8	1284	7	33117	2
54721	8	1285	7	35507	4
56484	8	1286	7	34495	2
56489	8	1287	7	40145	2
56636	8	1288	7	35766	3
64654	8	1289	6	35767	3
66052	8	1290	6	42284	3
66925	8	1291	4	42106	3
66945	8	1292	4	43620	2
67112	8	1293	4	43624	2
67680	8	1294	1	43625	2
67972	8	1297	1	43628	2
69888	8	1298	1	326114	2
70584	8	1299	1	43640	2
71724	8	1301	6	326112	2
71872	8	1302	6	43623	2
72082	8	1303	1	38986	3
72303	8	1305	1	326209	3
73988	8	1306	1	35190	5
80857	8	1308	1	36076	2
80903	8	1311	5	2768678	1
80911	8	1312	4	45577	2
98932	8	1317	1	41132	2
100470	8	1326	4	41133	2
100705	8	1327	7	34552	2
104099	8	1329	7	38746	2
106759	8	1337	7	37044	3
107141	8	1339	7	44513	3
107589	8	1340	7	31718	2
108097	8	1345	7	38871	4
108099	8	1346	6	246663	2
109700	8	1347	6	36098	2
113868	8	1349	7	33493	2
140494	8	1350	7	40048	4
213043	8	1351	7	41433	3
213435	8	1352	3	34198	4
216033	8	1353	2	35724	2
216456	8	1355	3	37867	2
216795	8	1356	1	33907	3
224105	8	1357	2	38121	2
226105	8	1358	2	32026	2
226143	8	1359	3	32164	5
226519	8	1360	2	40241	2
228785	8	1361	3	38901	2
235674	8	1363	1	32839	5
238564	8	1364	4	41733	2
241113	8	1365	4	3772080	2
241226	8	1366	4	40681	2
320910	8	1371	2	37177	2
384783	8	1373	6	36587	2
404195	8	1374	5	34397	2
433247	8	1375	5	43463	2
100328588	8	1376	3	43444	2
11540	7	1378	6	37194	2
11549	7	1380	4	42557	2
11555	7	1384	1	318053	2
11674	7	1385	26	37569	1
12091	7	1386	17	48450	2
12293	7	1387	24	37960	3
12294	7	1388	14	53581	2
12295	7	1390	2	248194	2
12296	7	1392	2	40858	3
12297	7	1394	2	32775	2
12298	7	1395	1	41503	3
12299	7	1398	15	59240	3
12300	7	1399	15	41512	3
12362	7	1407	1	48335	3
12579	7	1408	1	48336	3
12826	7	1409	1	48337	3
12827	7	1410	1	48338	3
12828	7	1431	6	48339	3
12829	7	1432	34	48340	3
12830	7	1435	8	48341	3
12842	7	1436	9	41502	3
12843	7	1437	12	37106	3
12857	7	1438	4	37105	3
12858	7	1439	3	37128	3
12859	7	1440	5	35928	3
12861	7	1441	5	36467	3
12862	7	1442	3	37107	3
12864	7	1443	3	37108	3
12867	7	1445	1	37109	3
12868	7	1447	1	37110	3
12869	7	1452	2	37111	3
13076	7	1453	4	37112	3
13117	7	1454	5	37113	3
13118	7	1455	1	246581	3
13119	7	1456	1	38975	3
13382	7	1457	8	36927	3
13542	7	1459	8	35995	3
13543	7	1460	8	33047	3
13544	7	1462	1	32299	3
13665	7	1468	1	36847	2
14081	7	1469	1	44110	3
14120	7	1470	1	38413	2
14121	7	1471	1	38973	3
14130	7	1472	1	326188	2
14362	7	1473	1	36844	2
14366	7	1477	1	53473	2
14367	7	1478	1	36932	2
14368	7	1479	1	47764	2
14369	7	1487	4	36863	2
14370	7	1488	4	36833	2
14371	7	1489	2	38911	3
14415	7	1490	1	41823	1
14417	7	1491	5	326264	2
15170	7	1493	4	37435	2
15211	7	1495	8	34017	2
15212	7	1496	8	34016	2
15926	7	1497	1	33386	2
15945	7	1499	20	33642	2
16168	7	1500	3	45368	2
16184	7	1503	2	326193	2
16185	7	1504	2	31957	3
16391	7	1506	2	43436	3
16404	7	1508	2	41126	2
16420	7	1509	2	35240	2
16521	7	1510	1	40402	2
16524	7	1511	5	43031	2
16772	7	1512	1	38374	2
16774	7	1513	4	49953	3
16776	7	1514	5	43443	2
16777	7	1515	1	33082	3
16779	7	1519	1	32073	3
16780	7	1520	4	39609	2
16782	7	1521	1	42146	2
16797	7	1522	1	318624	3
17311	7	1524	2	318981	2
17449	7	1525	1	2768916	3
17532	7	1535	4	3885575	2
17708	7	1536	4	34711	2
17709	7	1537	7	32479	2
17710	7	1540	2	36856	2
17711	7	1543	7	41191	2
17888	7	1544	9	39608	2
18049	7	1545	6	32122	3
18481	7	1548	7	34409	2
18538	7	1551	4	34159	3
18717	7	1553	2	37754	2
18761	7	1555	5	37323	2
18854	7	1557	6	43563	2
18973	7	1558	7	31849	3
18974	7	1559	8	37029	3
19012	7	1562	4	34137	3
19016	7	1565	3	43005	3
19092	7	1571	8	37950	3
19106	7	1572	1	34134	2
20020	7	1573	6	31623	2
20310	7	1576	9	41913	1
20315	7	1577	6	37211	2
20425	7	1579	5	40524	2
21802	7	1581	5	35989	2
22018	7	1582	3	42796	4
22027	7	1583	3	318721	4
22033	7	1584	2	34835	3
22272	7	1585	2	37490	2
22273	7	1586	4	34436	2
22329	7	1588	3	32726	1
22335	7	1589	2	42178	1
22627	7	1591	3	34203	2
22630	7	1592	2	34204	2
22631	7	1593	3	34205	2
23928	7	1594	3	34206	2
26401	7	1595	2	250735	7
50784	7	1601	1	3772574	1
50790	7	1603	3	38528	7
54376	7	1604	3	31808	7
54377	7	1605	5	34437	2
54378	7	1606	4	34215	2
54401	7	1607	4	43394	2
54411	7	1608	4	246627	2
56458	7	1609	4	33568	2
56808	7	1610	5	39713	2
57265	7	1612	2	39714	2
59001	7	1613	2	36717	2
66142	7	1615	1	32836	2
66152	7	1616	3	33556	2
66420	7	1621	2	35627	2
66445	7	1622	1	48775	2
66491	7	1629	2	261610	2
66576	7	1630	3	326151	2
66594	7	1632	1	38346	2
66681	7	1633	3	39715	2
66694	7	1634	2	33844	1
66922	7	1635	2	43008	1
66979	7	1636	3	33424	1
67003	7	1638	3	40314	2
67530	7	1639	2	36564	1
67916	7	1642	4	31098	1
69833	7	1643	4	39297	1
72157	7	1644	10	326122	1
73086	7	1645	2	35486	1
74205	7	1646	3	31024	1
75483	7	1647	4	31500	2
78174	7	1649	4	33026	1
81897	7	1650	3	41863	1
81904	7	1654	3	43504	1
81905	7	1655	3	31630	1
84682	7	1656	1	246535	1
93742	7	1659	1	38223	1
93897	7	1665	1	3355116	1
94216	7	1668	1	49815	1
107476	7	1674	3	41687	1
108037	7	1675	2	38370	1
108071	7	1676	1	37390	1
108664	7	1677	1	37392	1
110006	7	1716	2	40442	1
110323	7	1717	2	317923	2
110877	7	1718	2	39336	1
114143	7	1719	3	45884	1
140723	7	1723	2	33903	2
140781	7	1727	1	39434	1
170483	7	1728	1	33783	2
192897	7	1729	3	41528	2
213119	7	1730	1	38423	3
214084	7	1731	1	46386	3
214230	7	1733	1	36487	3
216739	7	1734	1	246425	3
216869	7	1735	1	34544	3
225845	7	1736	1	31423	3
228607	7	1737	5	39994	3
230639	7	1738	7	36394	3
234724	7	1739	4	42266	3
241656	7	1740	1	35848	3
242443	7	1741	1	42991	3
245841	7	1742	4	36079	2
246256	7	1743	4	32259	2
268860	7	1755	1	32497	2
269951	7	1756	4	251900	3
271457	7	1757	2	38288	3
277753	7	1759	4	33800	3
319480	7	1763	1	34687	3
319734	7	1777	1	37861	3
333182	7	1778	3	37198	2
433256	7	1780	3	38736	2
435802	7	1781	3	3772101	2
665270	7	1783	3	44433	1
666168	7	1785	5	37161	1
100039786	7	1786	3	42380	1
100040843	7	1788	3	35569	2
100862456	7	1789	3	36614	2
11409	6	1791	2	40472	5
11428	6	1793	4	40471	5
11429	6	1794	2	40470	5
11548	6	1796	1	40469	5
11550	6	1798	2	40672	5
11607	6	1803	1	31925	1
11608	6	1806	5	42836	4
11611	6	1807	5	37852	3
11676	6	1808	1	5740362	4
11941	6	1811	2	32230	3
11964	6	1812	10	43086	1
11966	6	1813	8	39820	3
11973	6	1814	2	39819	3
11974	6	1815	2	40243	1
12005	6	1816	4	31532	2
12006	6	1824	1	41557	2
12012	6	1827	2	32778	2
12035	6	1828	1	34457	2
12036	6	1829	1	36282	2
12064	6	1832	1	35738	4
12156	6	1839	5	36408	4
12159	6	1840	1	36686	2
12229	6	1841	2	38221	2
12234	6	1843	2	43913	2
12259	6	1844	1	40468	5
12260	6	1845	1	35790	3
12262	6	1846	1	44887	3
12349	6	1847	1	43350	3
12364	6	1848	2	38028	2
12369	6	1849	1	326168	2
12428	6	1850	1	31826	4
12442	6	1852	1	35966	5
12500	6	1854	2	53558	5
12501	6	1855	7	326119	3
12638	6	1856	7	39404	3
12640	6	1857	7	32279	4
12669	6	1869	13	39739	3
12757	6	1870	13	39741	3
12767	6	1871	13	39740	3
12814	6	1874	2	2768892	3
12815	6	1875	2	40347	3
12824	6	1890	4	40346	3
12825	6	1891	1	32629	3
12831	6	1892	11	45374	3
12832	6	1896	1	32506	4
12865	6	1901	2	3885565	4
12866	6	1902	4	37033	3
12927	6	1903	1	35671	2
12974	6	1906	3	34300	3
13078	6	1909	5	32285	3
13109	6	1910	4	37360	3
13110	6	1915	2	41701	3
13806	6	1917	2	39841	1
13807	6	1936	1	31544	1
13808	6	1937	1	31376	5
14186	6	1938	2	37733	5
14194	6	1942	4	39329	3
14205	6	1943	4	42446	5
14388	6	1944	5	40670	3
14400	6	1945	4	31247	3
14401	6	1946	4	37633	4
14402	6	1947	1	33204	5
14433	6	1948	1	43991	4
14595	6	1949	1	37356	4
14661	6	1950	21	32601	3
14680	6	1956	30	37517	3
14751	6	1958	2	31772	2
14825	6	1959	3	38446	2
14939	6	1960	2	37118	2
15139	6	1962	12	40944	2
15251	6	1964	1	43168	2
15360	6	1965	7	35685	1
15467	6	1967	1	36049	2
16163	6	1968	1	246580	2
16178	6	1969	4	31487	2
16194	6	1973	1	31163	2
16197	6	1974	1	42388	2
16369	6	1975	4	19836003	1
16370	6	1977	5	37020	2
16818	6	1978	8	40139	2
16822	6	1981	2	37470	2
16828	6	1982	2	34185	2
16846	6	1983	1	31517	2
16847	6	1991	2	117366	2
16992	6	1992	1	38410	2
17000	6	1994	1	42979	2
17356	6	2001	1	19835383	2
17390	6	2002	13	41625	1
17448	6	2005	3	36496	3
17969	6	2006	1	117353	2
17991	6	2010	3	38180	2
17992	6	2017	5	43950	3
17993	6	2021	1	59176	1
17995	6	2023	6	326109	2
18053	6	2026	6	35689	1
18576	6	2027	6	35417	2
18597	6	2028	1	31402	6
18598	6	2030	1	261623	2
18605	6	2033	24	37672	1
18646	6	2034	2	31899	3
18719	6	2035	1	326259	3
18720	6	2036	1	42849	2
18759	6	2037	1	34063	3
18821	6	2041	1	34776	1
19229	6	2042	1	42254	2
19344	6	2043	1	39530	2
19345	6	2044	1	35384	3
20016	6	2045	1	43104	2
20018	6	2046	1	53586	2
20021	6	2047	1	40281	2
20022	6	2048	1	32585	2
20104	6	2049	1	33900	1
20111	6	2050	1	31747	6
20112	6	2051	1	33824	1
20302	6	2052	3	47611	1
20303	6	2053	3	39734	6
20375	6	2054	2	39160	6
20463	6	2056	5	40093	1
20698	6	2057	4	34716	2
20778	6	2058	3	35554	4
21374	6	2060	1	43461	6
21770	6	2064	13	35665	6
21844	6	2065	5	31716	1
21991	6	2066	4	36405	1
22035	6	2067	2	42249	1
22084	6	2068	2	36669	3
22323	6	2069	1	36791	2
22330	6	2071	2	32529	2
22333	6	2072	2	35146	2
22340	6	2073	1	41173	2
22341	6	2074	1	39856	2
22376	6	2078	1	250736	2
22628	6	2081	3	40640	1
22629	6	2091	1	43043	2
23923	6	2098	1	38396	2
23939	6	2099	5	37884	3
26408	6	2100	2	41436	2
26931	6	2107	1	43618	2
26932	6	2113	5	37516	2
27103	6	2114	3	33836	2
53418	6	2115	1	34910	2
53867	6	2118	1	50392	2
54405	6	2119	1	32089	2
54611	6	2120	2	46059	2
56289	6	2122	3	36448	2
56632	6	2130	1	36279	2
59069	6	2131	2	33512	2
66046	6	2132	2	43124	2
66091	6	2134	2	34355	2
66108	6	2135	2	39876	2
66144	6	2137	2	34807	1
66218	6	2138	1	41910	1
66237	6	2146	1	31830	1
66290	6	2147	3	49997	1
66335	6	2149	9	33763	1
66377	6	2150	3	35656	1
66414	6	2151	1	36556	1
66416	6	2152	1	40299	1
66495	6	2153	1	36839	3
66824	6	2155	1	47173	3
66916	6	2157	1	43936	3
67005	6	2158	1	3772542	3
67065	6	2159	1	3772692	3
67071	6	2160	1	3771779	3
67130	6	2161	1	31960	2
67184	6	2162	1	42901	2
67264	6	2165	1	35156	1
67273	6	2166	1	43699	2
67300	6	2167	1	37699	2
67486	6	2168	2	39276	3
67710	6	2169	2	35407	1
68194	6	2170	1	42003	3
68197	6	2171	1	47895	2
68198	6	2172	1	41279	2
68202	6	2173	1	34613	3
68263	6	2175	1	41417	2
68342	6	2176	1	48445	1
68349	6	2177	1	34759	2
68375	6	2178	1	40936	2
68775	6	2180	7	261628	1
69241	6	2181	7	32240	2
69632	6	2182	7	42576	1
69870	6	2184	2	40117	1
69875	6	2185	6	40118	1
69920	6	2187	1	40119	1
70316	6	2188	1	3772179	1
70408	6	2189	1	3772427	1
70428	6	2193	1	32967	2
71355	6	2194	5	32964	2
71832	6	2197	1	318753	2
72900	6	2203	7	39066	2
73178	6	2204	2	40925	2
73181	6	2205	2	36507	2
73834	6	2206	2	33626	2
74325	6	2207	5	32328	2
74414	6	2208	2	42987	2
74519	6	2209	9	33742	2
74915	6	2212	8	317852	1
75406	6	2213	7	46234	2
76252	6	2214	8	38647	2
78330	6	2215	7	246533	2
78929	6	2222	2	42295	2
83430	6	2224	4	40659	2
94180	6	2235	2	31551	2
100066	6	2237	3	36795	2
103583	6	2239	1	40565	2
104130	6	2241	1	40259	2
104776	6	2242	1	42482	2
110651	6	2243	2	31782	2
110935	6	2244	2	35218	2
114875	6	2245	1	35981	2
209558	6	2246	9	32212	2
218832	6	2247	8	326159	2
223864	6	2248	8	37540	2
225326	6	2249	8	37539	2
225849	6	2250	8	37538	2
225887	6	2251	8	38633	2
226646	6	2252	8	41236	2
226849	6	2253	8	40372	2
227197	6	2254	8	32496	2
227231	6	2255	8	41135	2
227606	6	2256	8	39050	2
230075	6	2257	8	43671	2
230163	6	2258	8	38632	2
230459	6	2259	8	317887	1
231329	6	2260	10	39238	3
231691	6	2261	9	43017	3
237336	6	2263	8	35292	2
239760	6	2264	6	37415	2
242546	6	2266	3	31781	2
243764	6	2268	2	38598	3
257635	6	2271	6	33679	1
320707	6	2272	3	35369	1
328845	6	2274	1	42834	3
338375	6	2277	6	42590	1
353204	6	2288	1	31817	2
373864	6	2289	1	39828	3
381290	6	2290	1	44701	2
407785	6	2308	7	43757	2
407790	6	2309	8	41407	1
433182	6	2313	1	46140	2
595136	6	2316	4	39402	2
623286	6	2317	4	42939	2
665095	6	2318	4	35986	2
100041273	6	2319	1	35255	3
100042025	6	2321	9	31708	1
100042503	6	2322	5	41989	1
11441	5	2323	3	3772247	3
11450	5	2324	5	42526	2
11541	5	2326	1	32520	2
11556	5	2327	1	40323	1
11600	5	2328	1	33682	1
11605	5	2329	1	36209	2
11677	5	2330	1	42803	2
11689	5	2332	1	43697	1
11739	5	2335	9	38816	2
11740	5	2339	1	44002	1
11754	5	2342	1	39478	1
11946	5	2346	3	36908	1
11947	5	2348	1	34786	1
11949	5	2350	1	39390	1
11950	5	2352	1	42965	1
11951	5	2353	24	31804	1
11957	5	2354	4	36126	1
11997	5	2355	1	50101	1
12061	5	2356	2	50102	1
12265	5	2357	3	43701	1
12317	5	2358	2	41238	1
12330	5	2359	2	42625	1
12359	5	2475	15	43264	1
12389	5	2488	4	37366	1
12478	5	2492	3	38514	1
12502	5	2494	1	36233	1
12504	5	2495	1	32878	1
12505	5	2512	1	43516	2
12525	5	2517	2	34995	2
12526	5	2519	1	34996	2
12613	5	2520	1	246397	1
12774	5	2521	1	34156	1
12845	5	2523	3	38595	1
12894	5	2524	3	32539	1
12895	5	2525	2	35194	1
12985	5	2526	3	36420	1
12986	5	2527	2	36784	1
13035	5	2528	2	45786	2
13039	5	2529	3	39644	1
13088	5	2530	4	32841	1
13089	5	2531	2	45785	1
13090	5	2532	1	31904	1
13094	5	2533	1	36547	1
13112	5	2534	13	38331	1
13113	5	2535	7	41862	1
13114	5	2538	10	45399	1
13122	5	2539	4	39829	1
13138	5	2542	1	37965	1
13142	5	2547	1	45783	1
13162	5	2548	4	40929	1
13430	5	2549	6	33518	1
13617	5	2550	5	31740	1
13684	5	2554	5	326155	1
13856	5	2555	5	326262	1
13867	5	2556	5	3772218	2
13982	5	2557	5	39762	1
14104	5	2558	5	42861	2
14127	5	2559	5	39023	1
14131	5	2560	6	42888	1
14187	5	2561	6	36909	1
14255	5	2562	6	36563	1
14257	5	2563	5	38581	1
14389	5	2564	5	39989	1
14394	5	2565	5	45784	1
14395	5	2566	5	42283	2
14396	5	2567	5	19893543	1
14397	5	2568	5	19893531	1
14399	5	2569	5	19893537	1
14403	5	2570	5	19893547	1
14404	5	2571	7	19893548	1
14405	5	2572	7	19893541	1
14406	5	2581	3	19893550	1
14407	5	2582	3	19893563	1
14408	5	2583	2	19893536	1
14409	5	2584	3	19893559	1
14598	5	2585	3	19893534	1
14673	5	2587	1	19893528	1
14674	5	2588	3	19893545	1
14775	5	2589	2	19893554	1
14828	5	2590	2	19893527	1
14870	5	2591	2	19893557	1
15356	5	2592	4	19893553	1
15558	5	2593	3	19893561	1
15559	5	2595	3	19893530	1
15560	5	2597	6	19893532	1
15929	5	2617	1	318604	1
16154	5	2618	3	32858	1
16155	5	2619	1	45282	1
16188	5	2625	1	32423	1
16190	5	2626	2	34977	1
16331	5	2628	3	36780	1
16332	5	2629	4	251984	1
16531	5	2632	2	37181	1
16535	5	2639	4	37182	1
16832	5	2641	1	5740633	1
16833	5	2642	1	32857	1
16835	5	2643	2	44858	1
17222	5	2645	12	39592	1
17350	5	2648	4	38631	1
17705	5	2650	2	5740359	1
17706	5	2651	2	37814	1
17850	5	2653	2	40908	2
17873	5	2661	1	39392	2
18037	5	2673	3	39393	2
18128	5	2677	1	42402	2
18160	5	2678	5	43592	2
18293	5	2683	6	41629	2
18563	5	2686	5	43593	2
18648	5	2687	5	43591	2
18654	5	2688	4	117369	2
18655	5	2689	4	41536	2
18787	5	2690	4	44006	2
18792	5	2692	1	35140	2
18799	5	2693	2	192528	1
18802	5	2694	1	19835504	2
19013	5	2695	1	39918	1
19049	5	2696	2	35337	2
19054	5	2697	2	19834908	2
19109	5	2710	3	3772064	1
19116	5	2712	3	43424	1
19139	5	2717	5	32582	2
19206	5	2719	1	47186	2
19349	5	2720	7	44183	2
19395	5	2729	2	34792	1
19698	5	2730	2	42396	1
19730	5	2731	3	33103	1
19733	5	2734	1	32208	1
