mmu_geneid	mmu_counts	hsa_geneid	has_counts	dme_geneid	dme_counts
22122	3	4889	1	40195	1
22171	3	4891	2	36218	1
22178	3	4893	46	41286	1
22213	3	4897	1	43551	1
22241	3	4899	1	34226	1
22245	3	4905	3	33231	1
22247	3	4907	4	36216	1
22259	3	4908	2	44793	1
22262	3	4909	2	38516	1
22271	3	4913	1	41532	1
22337	3	4914	8	36975	1
22433	3	4915	3	31835	1
23872	3	4916	1	31594	1
23894	3	4917	1	32358	1
23917	3	4923	2	41260	1
23918	3	4927	1	38961	3
23945	3	4928	2	42753	1
24013	3	4931	1	35315	1
24014	3	4938	4	38798	1
24047	3	4939	4	42793	1
24069	3	4940	4	38437	2
26361	3	4942	2	33932	1
26363	3	4952	3	41467	1
26385	3	4953	3	37763	4
26405	3	4967	5	43611	1
26897	3	4968	1	32190	2
26922	3	4973	2	31214	1
27029	3	4982	2	318886	1
27400	3	4985	2	37876	1
27409	3	4986	1	3885654	1
27419	3	4987	1	34849	1
28042	3	4988	3	3355079	2
28169	3	4991	1	34002	1
28200	3	4992	1	39035	1
29858	3	4993	1	33318	2
29875	3	4994	1	42105	2
30939	3	4995	1	36129	1
50791	3	4998	1	39691	1
50873	3	4999	1	36820	1
50883	3	5000	1	32510	1
50917	3	5001	1	32751	1
50929	3	5008	3	38151	1
50930	3	5009	3	34699	2
52120	3	5010	4	34433	2
53320	3	5018	1	35742	4
53421	3	5019	3	35420	1
53625	3	5020	1	34896	1
53970	3	5021	4	43434	1
53978	3	5023	3	31728	1
54128	3	5024	2	39753	1
54140	3	5025	2	36748	1
54218	3	5026	2	33035	1
54326	3	5027	2	32473	1
54368	3	5028	3	39885	2
54369	3	5029	2	53433	1
54403	3	5030	1	41785	2
55948	3	5031	1	42435	1
55980	3	5032	1	37237	1
56066	3	5033	2	37808	1
56185	3	5034	1	34968	1
56215	3	5042	3	41181	1
56228	3	5045	1	45574	1
56371	3	5048	2	42062	1
56373	3	5049	2	5740853	1
56375	3	5050	2	33648	2
56417	3	5051	2	45906	1
56454	3	5052	1	39958	2
56469	3	5053	4	40336	2
56486	3	5054	5	45922	1
56520	3	5055	1	40249	1
56546	3	5058	14	36246	1
56738	3	5062	8	39884	2
56838	3	5063	7	43747	2
57080	3	5071	3	31016	4
57377	3	5073	1	36298	4
57436	3	5077	1	32996	4
57743	3	5078	1	32995	4
57813	3	5079	1	32997	4
57916	3	5080	1	37713	4
58226	3	5081	1	42504	3
58235	3	5087	1	36999	3
58802	3	5090	1	33379	2
59004	3	5091	5	35927	2
60365	3	5093	1	31746	2
60504	3	5095	5	35998	1
60505	3	5096	5	44496	1
64059	3	5104	1	36539	1
64436	3	5105	11	37035	1
64898	3	5106	11	34487	2
64899	3	5111	7	39133	1
65086	3	5130	2	40610	1
65956	3	5132	1	44054	2
66171	3	5133	2	40900	1
66194	3	5136	4	41682	2
66212	3	5137	4	38916	1
66313	3	5138	3	39266	1
66441	3	5139	6	44118	1
66566	3	5140	6	35234	1
66671	3	5141	3	34187	1
66724	3	5142	3	53546	1
66988	3	5143	3	2768949	1
67041	3	5144	3	35920	1
67073	3	5145	2	40094	1
67092	3	5146	1	40724	1
67128	3	5147	1	42215	1
67216	3	5148	2	42933	2
67305	3	5149	1	248102	1
67374	3	5150	2	38614	1
67417	3	5151	2	38196	1
67432	3	5152	1	31030	2
67464	3	5153	3	37774	1
67470	3	5154	15	33034	1
67526	3	5155	15	38541	1
67543	3	5156	16	42854	1
67717	3	5158	2	34966	1
67760	3	5159	15	40373	1
67800	3	5160	6	36173	2
67883	3	5161	6	39847	1
68024	3	5162	6	39051	1
68092	3	5163	1	36015	1
68098	3	5167	6	38085	1
68153	3	5168	1	31706	1
68262	3	5169	6	39454	2
68292	3	5170	18	50253	1
68465	3	5172	1	40998	1
68556	3	5173	3	43438	1
68603	3	5175	3	326115	1
68801	3	5187	3	33283	1
69051	3	5188	2	41868	1
69080	3	5189	1	31666	1
69142	3	5190	1	42850	1
69165	3	5191	1	37141	1
69263	3	5192	1	41112	2
69382	3	5193	1	40044	1
69386	3	5194	1	41096	1
69389	3	5195	1	35480	1
69583	3	5196	2	34976	1
69590	3	5197	2	43034	1
69719	3	5198	2	39447	1
69772	3	5199	1	38300	1
69976	3	5207	3	31215	1
70192	3	5208	4	41707	1
70383	3	5209	3	317834	1
71562	3	5210	3	318098	1
71701	3	5211	9	38603	1
71776	3	5213	8	42872	1
71911	3	5214	9	35056	1
72090	3	5216	4	34619	1
72141	3	5217	4	32902	1
72151	3	5218	1	39679	1
72269	3	5222	1	32532	1
72413	3	5223	5	33862	1
72504	3	5224	5	32620	2
72674	3	5226	4	44643	2
72727	3	5228	5	33220	1
74134	3	5230	5	41166	2
74197	3	5232	4	40459	1
74246	3	5236	7	34714	1
74343	3	5238	1	33369	1
74596	3	5241	2	42005	1
74747	3	5243	3	41646	1
75477	3	5244	2	38096	1
75512	3	5255	2	36270	1
75533	3	5256	2	34314	1
75540	3	5257	2	31154	1
75612	3	5260	2	44679	1
75678	3	5261	2	38500	1
75788	3	5264	1	43709	1
76051	3	5265	1	37148	1
76257	3	5268	2	43354	1
76507	3	5269	1	32256	1
76654	3	5272	1	42806	1
78134	3	5273	1	39557	1
78303	3	5275	1	38389	1
78943	3	5277	2	42358	1
79059	3	5279	2	326234	1
80286	3	5281	2	37744	1
80914	3	5283	2	43091	1
83814	3	5284	1	35674	1
83964	3	5286	3	41161	1
84095	3	5287	3	39651	1
93728	3	5288	3	40653	1
93739	3	5289	6	42366	1
93961	3	5290	67	43978	1
97114	3	5291	66	35527	1
97122	3	5292	3	32124	1
97908	3	5293	66	40399	1
99010	3	5294	66	36262	1
99169	3	5295	65	42615	1
99571	3	5296	66	40694	1
99712	3	5297	3	36025	1
100198	3	5298	3	33409	1
102247	3	5300	1	35877	1
103963	3	5305	3	39768	1
104015	3	5308	1	45680	1
104086	3	5313	10	36040	1
104174	3	5315	8	31042	1
104759	3	5318	1	32977	1
106344	3	5319	10	39254	1
106952	3	5320	10	40055	1
107239	3	5321	20	37206	1
107508	3	5322	10	42679	1
107650	3	5327	2	44226	1
108068	3	5328	5	32987	1
108069	3	5329	2	31842	1
108083	3	5330	39	41150	1
108147	3	5331	37	42835	1
108645	3	5332	37	45268	1
108723	3	5333	5	36602	1
108902	3	5334	1	40628	1
108960	3	5335	26	50250	1
108989	3	5336	27	42723	1
109264	3	5337	11	246490	1
109648	3	5338	9	36973	1
109828	3	5340	4	42096	1
109857	3	5345	1	34493	1
109959	3	5346	1	38022	1
110078	3	5347	4	38813	1
110095	3	5348	1	32537	2
110119	3	5350	6	31647	1
110350	3	5351	1	36546	2
110385	3	5352	1	48228	1
110891	3	5356	1	44819	1
110893	3	5360	1	39137	1
110911	3	5361	1	40741	2
110957	3	5362	1	43662	1
112405	3	5364	1	35411	2
112406	3	5365	1	32341	1
112407	3	5366	2	39981	1
114663	3	5371	7	31902	1
114713	3	5372	3	43223	1
117150	3	5373	3	42490	1
117592	3	5393	1	34358	1
140492	3	5394	1	33072	1
140499	3	5395	2	33374	1
170743	3	5406	5	43648	1
170767	3	5407	4	43649	1
170768	3	5408	4	43943	1
170776	3	5409	2	31381	1
170779	3	5411	2	34211	1
170780	3	5413	1	35405	1
170786	3	5422	4	59178	1
170789	3	5423	3	59177	1
170835	3	5424	9	33211	1
171281	3	5425	9	42642	1
171282	3	5426	7	42525	1
171567	3	5427	7	47594	2
192170	3	5428	1	36699	1
192656	3	5429	1	40506	1
207728	3	5430	7	39417	1
208665	3	5431	6	40487	1
208727	3	5432	6	35783	1
209027	3	5433	6	39564	1
209176	3	5434	7	32981	1
209357	3	5435	7	42735	1
209590	3	5436	6	34803	1
210992	3	5437	7	43617	1
212111	3	5438	6	40250	1
212647	3	5439	6	32791	1
212862	3	5440	7	38204	1
214579	3	5441	7	35890	1
215446	3	5443	2	34777	1
215456	3	5444	1	40036	1
216238	3	5445	1	38599	1
216343	3	5446	1	42059	2
216799	3	5464	1	43330	1
217069	3	5465	5	34785	1
217119	3	5467	4	45928	1
217246	3	5468	7	42665	1
217698	3	5469	1	39735	1
217837	3	5471	3	42265	1
218121	3	5473	2	37218	1
218138	3	5476	2	36337	1
218271	3	5494	1	3355013	2
218397	3	5495	1	49045	1
218772	3	5498	2	33458	2
223722	3	5499	19	42160	1
224020	3	5500	19	53554	1
225010	3	5501	19	38846	1
226139	3	5502	2	42572	1
226413	3	5506	1	31006	1
226421	3	5507	1	39572	1
227288	3	5509	1	32752	2
227619	3	5515	12	41569	1
227733	3	5516	12	34127	1
227753	3	5518	12	42501	1
228061	3	5519	12	33418	2
228980	3	5520	9	42841	2
229363	3	5521	9	34110	1
229906	3	5522	9	43875	1
230101	3	5523	5	36775	3
230405	3	5525	6	32850	1
230721	3	5526	6	44263	2
230815	3	5527	6	35933	1
231327	3	5528	6	40327	1
231510	3	5529	6	48973	1
232087	3	5530	21	34505	2
233781	3	5532	21	35425	1
234515	3	5533	21	39881	1
234663	3	5534	20	42509	1
234730	3	5535	20	43164	1
235320	3	5536	1	37581	1
235661	3	5538	4	40542	1
238871	3	5540	1	35847	1
239273	3	5542	1	47408	1
239556	3	5546	1	39523	1
240119	3	5547	1	40624	1
240752	3	5551	6	32777	1
241989	3	5553	1	41153	1
242851	3	5554	1	39964	1
260423	3	5555	1	35526	3
268510	3	5557	4	37368	3
268782	3	5558	4	31521	3
268930	3	5562	11	48632	3
268934	3	5563	11	41885	3
268973	3	5564	8	39130	1
269180	3	5565	8	41183	1
269209	3	5566	52	37888	1
270084	3	5567	51	41124	1
270198	3	5568	51	43359	1
271639	3	5569	1	35073	1
319148	3	5571	8	117406	1
319149	3	5573	2	32057	1
319150	3	5575	2	38580	1
319151	3	5576	2	40848	1
319152	3	5577	2	37238	1
319153	3	5578	54	43319	2
319154	3	5579	56	44885	2
319155	3	5580	10	38146	2
319156	3	5581	8	43984	1
319157	3	5582	48	2768883	1
319158	3	5583	3	318231	1
319159	3	5584	6	2768886	1
319160	3	5585	2	44160	1
319161	3	5586	2	33941	2
319177	3	5587	1	35231	1
319178	3	5588	7	43831	1
319179	3	5589	1	42833	1
319180	3	5590	9	2768954	1
319181	3	5591	2	43332	1
319182	3	5592	8	42751	1
319183	3	5593	7	31099	1
319184	3	5594	79	32296	1
319185	3	5595	78	40615	1
319186	3	5598	6	38445	1
319187	3	5599	41	317944	1
319188	3	5600	34	36860	1
319189	3	5601	41	34703	1
319190	3	5602	40	42074	1
319229	3	5603	34	39343	1
319625	3	5604	57	43133	1
320332	3	5605	44	38205	1
320634	3	5606	11	33016	1
326619	3	5607	4	40787	1
326620	3	5608	12	37285	1
330662	3	5609	12	3771951	1
331026	3	5610	7	45460	1
353371	3	5611	2	38182	1
360198	3	5613	51	36758	1
381404	3	5617	5	33256	1
381760	3	5618	5	36462	1
382522	3	5621	1	40294	1
382562	3	5624	1	40293	1
387510	3	5625	2	34630	1
433702	3	5627	1	38941	1
434050	3	5630	1	39652	1
544973	3	5631	5	31141	1
545291	3	5634	5	3772165	1
606496	3	5641	2	38994	1
625328	3	5644	4	38532	1
626150	3	5645	4	39251	1
629203	3	5646	4	36232	1
665596	3	5648	2	43420	1
665622	3	5649	3	35793	1
667250	3	5660	1	40201	1
668137	3	5662	1	31903	1
668382	3	5663	4	39858	1
100038993	3	5664	3	41071	1
100039053	3	5682	1	31543	1
100041121	3	5683	1	117332	1
100041230	3	5684	1	32919	1
100041504	3	5685	1	38654	2
100041593	3	5686	1	33139	1
100042069	3	5687	1	43580	1
100042493	3	5688	1	3355135	1
100042555	3	5689	1	47396	1
100042561	3	5690	1	42862	1
100043686	3	5691	1	44642	1
100043688	3	5692	1	42871	1
100046078	3	5693	1	31151	1
100502876	3	5694	1	44279	1
100504239	3	5695	1	43565	1
100504346	3	5696	1	43828	2
100504362	3	5698	1	43670	1
100861969	3	5699	1	8674098	1
100862177	3	5700	3	44317	1
100862375	3	5701	2	46456	1
11298	2	5702	2	31597	1
11303	2	5704	2	32221	2
11305	2	5705	2	41602	2
11416	2	5706	2	31075	1
11418	2	5707	2	39013	2
11423	2	5708	2	31310	4
11431	2	5709	2	32078	2
11432	2	5710	2	32838	2
11477	2	5713	2	33212	1
11479	2	5714	2	45307	1
11480	2	5717	2	40090	1
11481	2	5718	2	31023	1
11491	2	5719	2	31659	1
11534	2	5720	2	43162	2
11537	2	5721	2	318552	3
11542	2	5723	4	44843	1
11545	2	5724	3	45343	1
11551	2	5726	1	34284	2
11552	2	5727	5	43644	2
11553	2	5728	16	39733	2
11593	2	5729	1	53439	1
11628	2	5730	2	32818	1
11634	2	5731	2	32624	1
11636	2	5732	3	40260	2
11637	2	5733	3	31248	3
11639	2	5734	2	31617	1
11647	2	5737	2	39659	1
11648	2	5739	3	42692	1
11650	2	5740	2	35922	1
11666	2	5742	4	34009	3
11668	2	5743	14	34011	2
11717	2	5745	2	34010	2
11758	2	5746	1	41633	2
11793	2	5747	14	3355150	1
11808	2	5757	1	39833	1
11820	2	5770	2	34648	1
11821	2	5777	7	34524	1
11826	2	5778	1	44505	1
11829	2	5781	11	31358	1
11839	2	5787	1	33611	1
11840	2	5788	4	33692	1
11855	2	5792	3	31239	1
11857	2	5795	1	44543	1
11883	2	5797	2	47781	1
11908	2	5798	1	31293	2
11958	2	5799	1	42752	1
11992	2	5801	1	34521	1
12000	2	5803	1	38168	1
12039	2	5805	2	45931	1
12040	2	5817	1	41666	1
12044	2	5818	3	33467	1
12045	2	5819	3	40062	1
12046	2	5822	1	42313	1
12047	2	5824	1	31589	1
12053	2	5825	2	39431	1
12144	2	5826	2	42445	1
12145	2	5827	1	36555	1
12151	2	5828	1	42964	1
12160	2	5829	8	34263	1
12163	2	5830	1	251430	1
12164	2	5831	3	38565	1
12176	2	5832	3	43275	1
12236	2	5833	2	34881	1
12237	2	5834	3	43558	1
12257	2	5836	3	43767	1
12258	2	5837	3	35653	1
12269	2	5859	2	32855	1
12283	2	5860	2	33432	2
12304	2	5861	1	49701	1
12311	2	5862	1	42737	1
12351	2	5863	1	8674055	1
12450	2	5864	2	35851	1
12452	2	5865	1	40701	1
12458	2	5867	1	33196	1
12479	2	5868	7	41565	1
12481	2	5869	6	43826	1
12490	2	5871	1	38091	1
12497	2	5872	1	37778	1
12499	2	5874	1	33529	2
12509	2	5878	6	31027	1
12512	2	5879	35	41941	1
12518	2	5880	20	43916	1
12558	2	5881	17	35731	1
12562	2	5885	1	32498	1
12569	2	5886	2	33753	1
12581	2	5887	2	42186	1
12628	2	5888	4	36059	1
12630	2	5889	2	39399	1
12647	2	5890	1	12798547	1
12651	2	5892	1	42896	1
12660	2	5893	1	34924	1
12695	2	5894	50	34179	1
12700	2	5896	2	35340	1
12709	2	5897	2	32083	1
12715	2	5898	4	37247	1
12716	2	5899	4	46156	1
12721	2	5900	5	33245	1
12722	2	5901	4	33619	1
12764	2	5902	2	36054	1
12766	2	5903	1	33218	1
12768	2	5905	1	37089	1
12770	2	5906	12	33627	1
12772	2	5908	12	41273	1
12780	2	5909	1	32351	1
12790	2	5914	3	41783	1
12795	2	5915	3	326198	1
12796	2	5917	1	33156	1
12803	2	5921	3	34405	1
12804	2	5922	3	42634	1
12850	2	5923	3	32979	1
12856	2	5924	2	2768677	1
12892	2	5925	14	44100	1
12916	2	5933	3	42734	1
12918	2	5934	4	252554	1
12921	2	5948	1	44448	1
13006	2	5957	1	32536	1
13019	2	5959	1	44861	1
13026	2	5962	3	35430	1
13030	2	5966	3	32805	1
13033	2	5970	47	3346149	1
13051	2	5971	5	38657	1
13072	2	5972	1	32849	1
13079	2	5973	1	43651	1
13082	2	5976	2	37851	1
13085	2	5978	1	317824	1
13086	2	5979	3	33727	1
13087	2	5980	2	31612	1
13101	2	5981	3	36773	1
13105	2	5982	3	38723	1
13121	2	5983	3	39529	1
13123	2	5984	3	34068	1
13143	2	5985	3	39118	1
13144	2	5986	2	33726	1
13166	2	5993	3	43946	1
13171	2	5994	3	32080	1
13179	2	5997	2	32813	1
13191	2	5998	1	32760	1
13196	2	6009	5	35085	1
13244	2	6010	1	35786	1
13360	2	6011	3	36643	1
13367	2	6037	1	42428	1
13478	2	6041	3	38424	1
13480	2	6048	1	38872	1
13487	2	6091	1	40162	1
13490	2	6092	1	45588	1
13491	2	6093	16	31251	1
13559	2	6095	2	33571	1
13595	2	6096	1	33759	1
13609	2	6097	2	38993	1
13611	2	6117	5	36385	1
13627	2	6118	5	246420	1
13628	2	6119	5	32343	1
13629	2	6120	5	36384	1
13631	2	6121	1	40148	1
13653	2	6122	1	45234	1
13655	2	6123	1	37629	1
13690	2	6124	1	34012	1
13706	2	6125	1	42367	1
13819	2	6128	1	40224	1
13852	2	6129	1	43542	1
13870	2	6130	1	34991	1
13871	2	6132	1	36003	1
13872	2	6133	1		
13884	2	6134	1		
13897	2	6135	1		
13983	2	6136	1		
14000	2	6137	1		
14011	2	6138	1		
14042	2	6139	1		
14043	2	6141	1		
14079	2	6142	1		
14080	2	6143	1		
14085	2	6144	1		
14125	2	6146	1		
14126	2	6147	1		
14128	2	6150	1		
14137	2	6152	1		
14151	2	6154	1		
14161	2	6155	1		
14191	2	6156	1		
14287	2	6157	1		
14289	2	6158	1		
14294	2	6159	1		
14421	2	6160	1		
14423	2	6161	1		
14425	2	6164	1		
14426	2	6165	1		
14447	2	6166	1		
14463	2	6167	1		
14528	2	6168	1		
14537	2	6169	1		
14538	2	6170	1		
14544	2	6171	1		
14570	2	6173	1		
14593	2	6175	1		
14609	2	6176	1		
14629	2	6181	1		
14630	2	6182	1		
14712	2	6183	1		
14715	2	6184	3		
14725	2	6185	3		
14731	2	6187	1		
14755	2	6188	1		
14782	2	6189	1		
14804	2	6191	1		
14805	2	6192	1		
14806	2	6193	1		
14807	2	6194	6		
14809	2	6195	6		
14823	2	6196	6		
14827	2	6197	6		
14829	2	6198	10		
14854	2	6199	10		
14874	2	6201	1		
14913	2	6202	1		
14919	2	6203	1		
14923	2	6204	1		
14924	2	6205	1		
14962	2	6206	1		
14979	2	6207	1		
15109	2	6208	1		
15114	2	6209	1		
15122	2	6210	1		
15129	2	6217	1		
15130	2	6218	1		
15162	2	6222	1		
15185	2	6223	1		
15186	2	6224	1		
15203	2	6227	1		
15233	2	6228	1		
15239	2	6229	1		
15242	2	6230	1		
15267	2	6231	1		
15270	2	6232	1		
15288	2	6233	1		
15364	2	6234	1		
15369	2	6235	1		
15370	2	6237	8		
15378	2	6238	1		
15430	2	6240	4		
15450	2	6241	5		
15484	2	6256	12		
15487	2	6257	8		
15526	2	6258	8		
15531	2	6261	4		
15587	2	6262	11		
15896	2	6263	5		
15957	2	6272	2		
16009	2	6296	2		
16164	2	6300	35		
16174	2	6301	1		
16323	2	6303	2		
16324	2	6307	2		
16325	2	6309	2		
16326	2	6317	1		
16341	2	6318	1		
16411	2	6319	4		
16477	2	6323	1		
16478	2	6324	1		
16514	2	6330	1		
16515	2	6331	1		
16520	2	6332	1		
16548	2	6337	2		
16627	2	6338	2		
16634	2	6340	2		
16635	2	6342	4		
16638	2	6344	3		
16640	2	6346	2		
16642	2	6347	9		
16706	2	6348	6		
16728	2	6349	6		
16765	2	6351	6		
16770	2	6352	12		
16848	2	6354	2		
16880	2	6355	2		
16889	2	6356	3		
16891	2	6357	3		
16897	2	6358	2		
16963	2	6359	2		
16971	2	6360	2		
16987	2	6361	2		
16993	2	6362	2		
17001	2	6363	3		
17025	2	6364	4		
17113	2	6366	3		
17118	2	6367	2		
17123	2	6368	2		
17130	2	6369	2		
17132	2	6370	3		
17158	2	6372	4		
17159	2	6373	3		
17171	2	6374	5		
17174	2	6375	2		
17175	2	6376	3		
17199	2	6382	4		
17200	2	6383	3		
17210	2	6385	3		
17215	2	6387	7		
17216	2	6389	8		
17217	2	6390	8		
17218	2	6391	8		
17219	2	6392	8		
17220	2	6396	2		
17221	2	6400	1		
17248	2	6401	4		
17252	2	6402	1		
17274	2	6403	3		
17305	2	6404	2		
17308	2	6405	1		
17309	2	6416	12		
17319	2	6419	1		
17357	2	6422	1		
17387	2	6423	1		
17420	2	6424	1		
17423	2	6425	1		
17463	2	6426	2		
17480	2	6427	2		
17523	2	6428	2		
17533	2	6429	2		
17534	2	6430	2		
17535	2	6431	2		
17540	2	6432	2		
17724	2	6434	1		
17725	2	6441	1		
17762	2	6442	4		
17768	2	6443	4		
17773	2	6444	4		
17858	2	6445	4		
17863	2	6446	3		
17868	2	6448	3		
17880	2	6452	1		
17886	2	6455	1		
17896	2	6456	1		
17904	2	6457	1		
17939	2	6464	14		
17940	2	6469	3		
17948	2	6470	7		
17951	2	6472	7		
17952	2	6476	4		
17967	2	6477	3		
17968	2	6480	3		
18015	2	6482	5		
18044	2	6483	5		
18046	2	6484	2		
18095	2	6487	4		
18113	2	6489	4		
18115	2	6494	2		
18166	2	6495	1		
18173	2	6499	1		
18174	2	6500	8		
18186	2	6502	8		
18194	2	6504	1		
18205	2	6505	2		
18216	2	6506	2		
18242	2	6507	1		
18383	2	6510	1		
18386	2	6511	1		
18438	2	6512	1		
18439	2	6513	8		
18440	2	6514	5		
18442	2	6517	5		
18451	2	6518	1		
18452	2	6519	1		
18472	2	6520	1		
18475	2	6521	1		
18476	2	6522	4		
18566	2	6523	3		
18569	2	6528	1		
18583	2	6529	1		
18584	2	6531	5		
18587	2	6532	1		
18588	2	6538	1		
18618	2	6540	1		
18667	2	6541	1		
18670	2	6543	3		
18679	2	6546	10		
18682	2	6547	3		
18700	2	6548	10		
18701	2	6550	4		
18733	2	6554	1		
18779	2	6555	1		
18791	2	6556	2		
18793	2	6558	3		
18861	2	6564	1		
18948	2	6567	1		
18949	2	6570	7		
18976	2	6571	7		
19025	2	6572	2		
19044	2	6573	1		
19084	2	6579	1		
19085	2	6580	1		
19087	2	6585	1		
19088	2	6586	1		
19090	2	6591	2		
19125	2	6606	1		
19141	2	6607	1		
19181	2	6608	4		
19182	2	6609	3		
19184	2	6610	2		
19185	2	6611	5		
19186	2	6612	1		
19188	2	6613	1		
19208	2	6614	1		
19210	2	6615	1		
19215	2	6616	2		
19216	2	6622	2		
19219	2	6624	1		
19220	2	6625	1		
19223	2	6626	1		
19228	2	6627	1		
19246	2	6628	2		
19252	2	6629	1		
19274	2	6631	1		
19286	2	6632	2		
19299	2	6633	1		
19300	2	6634	2		
19339	2	6635	1		
19358	2	6636	1		
19359	2	6637	1		
19360	2	6646	1		
19373	2	6647	4		
19374	2	6648	3		
19378	2	6652	3		
19385	2	6654	32		
19418	2	6655	32		
19683	2	6657	1		
19704	2	6659	1		
19714	2	6662	1		
19719	2	6667	4		
19735	2	6672	2		
19739	2	6675	2		
19826	2	6677	2		
19883	2	6688	6		
19885	2	6692	1		
20148	2	6693	2		
20185	2	6696	4		
20216	2	6697	2		
20220	2	6709	1		
20224	2	6713	2		
20229	2	6714	25		
20276	2	6715	1		
20277	2	6716	2		
20278	2	6718	3		
20290	2	6720	3		
20295	2	6722	4		
20299	2	6723	5		
20301	2	6726	1		
20305	2	6727	1		
20306	2	6728	1		
20307	2	6729	1		
20308	2	6730	1		
20309	2	6731	1		
20345	2	6732	1		
