pathway_id	gene_id	counts
mmu00190	68194	6
mmu00190	68197	6
mmu00190	68198	6
mmu00190	68202	6
mmu00190	68342	6
mmu00190	68349	6
mmu00190	68375	6
mmu00190	68775	6
mmu00190	69802	2
mmu00190	69875	6
mmu00190	70316	6
mmu00190	70383	3
mmu00190	71679	5
mmu00190	72900	6
mmu00190	73834	6
mmu00190	74776	1
mmu00190	74915	6
mmu00190	75406	6
mmu00190	75483	7
mmu00190	76252	6
mmu00190	76429	1
mmu00190	78174	7
mmu00190	78330	6
mmu00190	84682	7
mmu00230	100042069	3
mmu00230	100862375	3
mmu00230	100862456	7
mmu00230	103850	4
mmu00230	104110	33
mmu00230	104111	34
mmu00230	105446	1
mmu00230	107569	4
mmu00230	108147	3
mmu00230	109674	2
mmu00230	110385	3
mmu00230	110639	5
mmu00230	110855	1
mmu00230	11486	3
mmu00230	11512	34
mmu00230	11513	32
mmu00230	11514	34
mmu00230	11515	34
mmu00230	11534	2
mmu00230	11564	3
mmu00230	11565	3
mmu00230	11566	3
mmu00230	11636	2
mmu00230	11637	2
mmu00230	11639	2
mmu00230	11717	2
mmu00230	11821	2
mmu00230	12495	3
mmu00230	12496	1
mmu00230	12497	2
mmu00230	12499	2
mmu00230	13178	3
mmu00230	14198	3
mmu00230	14450	3
mmu00230	14544	2
mmu00230	14917	1
mmu00230	14918	3
mmu00230	14919	2
mmu00230	14923	2
mmu00230	15452	3
mmu00230	16434	4
mmu00230	171567	3
mmu00230	18102	3
mmu00230	18103	3
mmu00230	18160	5
mmu00230	18573	4
mmu00230	18574	3
mmu00230	18575	4
mmu00230	18576	6
mmu00230	18577	3
mmu00230	18578	3
mmu00230	18582	1
mmu00230	18583	2
mmu00230	18584	2
mmu00230	18585	1
mmu00230	18587	2
mmu00230	18588	2
mmu00230	18605	6
mmu00230	18746	8
mmu00230	18770	10
mmu00230	18950	4
mmu00230	18968	4
mmu00230	18969	4
mmu00230	18971	9
mmu00230	18972	9
mmu00230	18973	7
mmu00230	18974	7
mmu00230	19075	4
mmu00230	19076	4
mmu00230	19139	5
mmu00230	20016	6
mmu00230	20017	4
mmu00230	20018	6
mmu00230	20019	4
mmu00230	20020	7
mmu00230	20021	6
mmu00230	20022	6
mmu00230	20133	4
mmu00230	20135	5
mmu00230	207728	3
mmu00230	209558	6
mmu00230	210044	32
mmu00230	215446	3
mmu00230	218461	2
mmu00230	218832	6
mmu00230	22262	3
mmu00230	224129	37
mmu00230	22436	5
mmu00230	224794	1
mmu00230	225600	2
mmu00230	229363	3
mmu00230	229589	1
mmu00230	229665	2
mmu00230	229949	2
mmu00230	230103	4
mmu00230	230718	4
mmu00230	231327	3
mmu00230	231329	6
mmu00230	231903	2
mmu00230	234889	9
mmu00230	237823	2
mmu00230	238871	3
mmu00230	239134	9
mmu00230	23917	3
mmu00230	23918	3
mmu00230	23959	4
mmu00230	23971	4
mmu00230	23972	4
mmu00230	23984	2
mmu00230	241489	2
mmu00230	242202	2
mmu00230	245650	2
mmu00230	245841	7
mmu00230	26939	5
mmu00230	271639	3
mmu00230	27369	2
mmu00230	28071	4
mmu00230	29863	2
mmu00230	328099	5
mmu00230	382985	5
mmu00230	432530	35
mmu00230	50773	4
mmu00230	53893	1
mmu00230	54195	9
mmu00230	54369	3
mmu00230	54611	6
mmu00230	56520	3
mmu00230	59001	7
mmu00230	60596	9
mmu00230	64424	4
mmu00230	66136	4
mmu00230	66355	1
mmu00230	66358	2
mmu00230	66401	2
mmu00230	66420	7
mmu00230	66491	7
mmu00230	66566	3
mmu00230	66681	7
mmu00230	667034	4
mmu00230	66763	4
mmu00230	66979	7
mmu00230	67005	6
mmu00230	67054	2
mmu00230	67065	6
mmu00230	67464	3
mmu00230	67486	6
mmu00230	67710	6
mmu00230	67967	9
mmu00230	68106	4
mmu00230	68695	1
mmu00230	68870	2
mmu00230	69241	6
mmu00230	69745	9
mmu00230	69833	7
mmu00230	69870	6
mmu00230	69920	6
mmu00230	70408	6
mmu00230	70428	6
mmu00230	70881	4
mmu00230	71701	3
mmu00230	72090	3
mmu00230	72157	7
mmu00230	73532	2
mmu00230	74167	1
mmu00230	74414	6
mmu00230	75456	5
mmu00230	75533	3
mmu00230	75686	2
mmu00230	76025	2
mmu00230	76952	4
mmu00230	76974	2
mmu00230	78600	1
mmu00230	78801	2
mmu00230	78929	6
mmu00230	79059	3
mmu00230	94041	2
mmu00232	13077	9
mmu00232	17960	4
mmu00232	17961	4
mmu00232	17962	4
mmu00232	22262	3
mmu00232	22436	5
mmu00240	100862375	3
mmu00240	100862456	7
mmu00240	103149	5
mmu00240	103850	4
mmu00240	107569	4
mmu00240	110074	2
mmu00240	12495	3
mmu00240	12497	2
mmu00240	12499	2
mmu00240	13178	3
mmu00240	16434	4
mmu00240	171567	3
mmu00240	18102	3
mmu00240	18103	3
mmu00240	18950	4
mmu00240	18968	4
mmu00240	18969	4
mmu00240	18971	9
mmu00240	18972	9
mmu00240	18973	7
mmu00240	18974	7
mmu00240	19075	4
mmu00240	19076	4
mmu00240	20016	6
mmu00240	20017	4
mmu00240	20018	6
mmu00240	20019	4
mmu00240	20020	7
mmu00240	20021	6
mmu00240	20022	6
mmu00240	20133	4
mmu00240	20135	5
mmu00240	215446	3
mmu00240	21877	3
mmu00240	218832	6
mmu00240	21915	2
mmu00240	22169	2
mmu00240	22171	3
mmu00240	22245	3
mmu00240	22247	3
mmu00240	22271	3
mmu00240	230718	4
mmu00240	231329	6
mmu00240	232223	2
mmu00240	23959	4
mmu00240	245841	7
mmu00240	26462	2
mmu00240	26939	5
mmu00240	28071	4
mmu00240	320685	2
mmu00240	331487	2
mmu00240	382985	5
mmu00240	50493	2
mmu00240	50773	4
mmu00240	51797	2
mmu00240	54369	3
mmu00240	55936	2
mmu00240	56248	1
mmu00240	56520	3
mmu00240	56749	2
mmu00240	57813	3
mmu00240	59001	7
mmu00240	64424	4
mmu00240	64705	5
mmu00240	66136	4
mmu00240	66401	2
mmu00240	66420	7
mmu00240	66422	2
mmu00240	66491	7
mmu00240	66588	2
mmu00240	667034	4
mmu00240	66763	4
mmu00240	66979	7
mmu00240	67005	6
mmu00240	67065	6
mmu00240	67464	3
mmu00240	67486	6
mmu00240	67710	6
mmu00240	67967	9
mmu00240	68106	4
mmu00240	68556	3
mmu00240	69241	6
mmu00240	69719	3
mmu00240	69745	9
mmu00240	69833	7
mmu00240	69870	6
mmu00240	69920	6
mmu00240	70408	6
mmu00240	70428	6
mmu00240	70881	4
mmu00240	71701	3
mmu00240	72090	3
mmu00240	72269	3
mmu00240	72962	4
mmu00240	74414	6
mmu00240	75533	3
mmu00240	76025	2
mmu00240	76654	3
mmu00240	76952	4
mmu00240	78929	6
mmu00240	79059	3
mmu00240	80914	3
mmu00240	99586	5
mmu00250	100328588	8
mmu00250	100470	8
mmu00250	108653	2
mmu00250	108682	5
mmu00250	109900	4
mmu00250	11484	3
mmu00250	11564	3
mmu00250	11565	3
mmu00250	11566	3
mmu00250	11611	6
mmu00250	11898	4
mmu00250	14204	8
mmu00250	14415	7
mmu00250	14417	7
mmu00250	14583	3
mmu00250	14584	3
mmu00250	14645	8
mmu00250	14660	8
mmu00250	14661	6
mmu00250	14718	10
mmu00250	14719	11
mmu00250	194237	2
mmu00250	212647	3
mmu00250	214579	3
mmu00250	216456	8
mmu00250	227231	6
mmu00250	231327	3
mmu00250	268782	3
mmu00250	268860	7
mmu00250	269642	2
mmu00250	27053	2
mmu00250	52633	1
mmu00250	53320	3
mmu00250	69719	3
mmu00250	70503	2
mmu00250	73988	8
mmu00250	76282	5
mmu00260	100678	4
mmu00260	104174	3
mmu00260	107272	5
mmu00260	107869	5
mmu00260	108037	7
mmu00260	109731	13
mmu00260	110695	15
mmu00260	11611	6
mmu00260	11655	3
mmu00260	11656	3
mmu00260	11754	5
mmu00260	12116	3
mmu00260	12183	3
mmu00260	12411	4
mmu00260	13142	5
mmu00260	13382	7
mmu00260	14431	3
mmu00260	14711	1
mmu00260	17161	13
mmu00260	18648	5
mmu00260	19193	4
mmu00260	192166	2
mmu00260	20425	7
mmu00260	218865	2
mmu00260	231691	6
mmu00260	235582	4
mmu00260	236539	4
mmu00260	237940	5
mmu00260	257635	6
mmu00260	268782	3
mmu00260	26912	1
mmu00260	27364	1
mmu00260	434437	4
mmu00260	56012	5
mmu00260	58865	1
mmu00260	67092	3
mmu00260	68133	2
mmu00260	71776	3
mmu00260	74129	2
mmu00260	76238	4
mmu00270	100328588	8
mmu00270	100470	8
mmu00270	104923	2
mmu00270	106557	5
mmu00270	107869	5
mmu00270	108645	3
mmu00270	11702	3
mmu00270	11720	3
mmu00270	12116	3
mmu00270	12411	4
mmu00270	12583	3
mmu00270	13433	3
mmu00270	13435	3
mmu00270	13436	3
mmu00270	14204	8
mmu00270	14718	10
mmu00270	14719	11
mmu00270	16828	6
mmu00270	16832	5
mmu00270	16833	5
mmu00270	17448	6
mmu00270	17449	7
mmu00270	20603	5
mmu00270	20810	5
mmu00270	22117	4
mmu00270	229709	2
mmu00270	231691	6
mmu00270	232087	3
mmu00270	234724	7
mmu00270	238505	5
mmu00270	246221	4
mmu00270	257635	6
mmu00270	269378	2
mmu00270	56369	2
mmu00270	66902	2
mmu00270	671878	5
mmu00270	67870	2
mmu00270	67873	2
mmu00270	73988	8
mmu00270	74340	2
mmu00280	100328588	8
mmu00280	100470	8
mmu00280	104776	6
mmu00280	110446	13
mmu00280	110460	14
mmu00280	110695	15
mmu00280	110821	5
mmu00280	11364	8
mmu00280	113868	8
mmu00280	11409	6
mmu00280	11669	13
mmu00280	11671	13
mmu00280	11761	8
mmu00280	11992	2
mmu00280	12035	6
mmu00280	12036	6
mmu00280	12039	2
mmu00280	12040	2
mmu00280	13171	2
mmu00280	13382	7
mmu00280	14204	8
mmu00280	15107	8
mmu00280	15108	3
mmu00280	15356	5
mmu00280	15360	6
mmu00280	17850	5
mmu00280	208715	5
mmu00280	213043	8
mmu00280	227095	5
mmu00280	231086	5
mmu00280	235674	8
mmu00280	268860	7
mmu00280	353371	3
mmu00280	52538	5
mmu00280	56357	2
mmu00280	56752	12
mmu00280	58875	2
mmu00280	64059	3
mmu00280	66885	4
mmu00280	66904	5
mmu00280	66948	2
mmu00280	67041	3
mmu00280	71724	8
mmu00280	71872	8
mmu00280	72039	2
mmu00280	72535	13
mmu00280	73724	5
mmu00280	73988	8
mmu00280	74147	12
mmu00280	78038	2
mmu00280	93747	11
mmu00280	97212	12
mmu00290	12035	6
mmu00290	12036	6
mmu00290	231691	6
mmu00290	257635	6
mmu00300	110695	15
mmu00300	23923	6
mmu00310	107823	2
mmu00310	110147	1
mmu00310	110446	13
mmu00310	110460	14
mmu00310	110695	15
mmu00310	11669	13
mmu00310	11671	13
mmu00310	15107	8
mmu00310	170442	1
mmu00310	18193	1
mmu00310	18293	5
mmu00310	18822	1
mmu00310	19193	4
mmu00310	192195	2
mmu00310	192289	1
mmu00310	208043	1
mmu00310	208266	2
mmu00310	20937	1
mmu00310	214162	2
mmu00310	225888	1
mmu00310	231051	1
mmu00310	232811	1
mmu00310	233904	1
mmu00310	234135	1
mmu00310	234407	2
mmu00310	235386	2
mmu00310	235626	1
mmu00310	239017	5
mmu00310	239122	1
mmu00310	23923	6
mmu00310	26432	1
mmu00310	26433	2
mmu00310	269132	2
mmu00310	270076	4
mmu00310	30956	2
mmu00310	381022	1
mmu00310	56752	12
mmu00310	64707	1
mmu00310	67956	1
mmu00310	69188	1
mmu00310	72535	13
mmu00310	72947	2
mmu00310	73251	2
mmu00310	74147	12
mmu00310	74729	1
mmu00310	75410	1
mmu00310	77683	1
mmu00310	78920	4
mmu00310	84505	1
mmu00310	93747	11
mmu00310	97212	12
mmu00330	107239	3
mmu00330	109652	4
mmu00330	109731	13
mmu00330	109900	4
mmu00330	110695	15
mmu00330	11669	13
mmu00330	11671	13
mmu00330	11702	3
mmu00330	11846	4
mmu00330	11847	4
mmu00330	11898	4
mmu00330	12709	2
mmu00330	12715	2
mmu00330	12716	2
mmu00330	13142	5
mmu00330	14431	3
mmu00330	14645	8
mmu00330	14660	8
mmu00330	14661	6
mmu00330	14718	10
mmu00330	14719	11
mmu00330	17161	13
mmu00330	18125	9
mmu00330	18126	14
mmu00330	18127	10
mmu00330	18242	2
mmu00330	18263	3
mmu00330	18416	3
mmu00330	18451	2
mmu00330	18452	2
mmu00330	19125	2
mmu00330	20229	2
mmu00330	20603	5
mmu00330	20810	5
mmu00330	209027	3
mmu00330	212647	3
mmu00330	216456	8
mmu00330	217214	4
mmu00330	227231	6
mmu00330	228608	2
mmu00330	242669	2
mmu00330	320452	2
mmu00330	338403	4
mmu00330	56189	2
mmu00330	56454	3
mmu00330	56752	12
mmu00330	66054	4
mmu00330	66194	3
mmu00330	66988	3
mmu00330	67092	3
mmu00330	671878	5
mmu00330	67217	1
mmu00330	67432	3
mmu00330	69051	3
mmu00330	69215	2
mmu00330	72535	13
mmu00330	75986	2
mmu00330	76507	3
mmu00330	76722	2
mmu00340	107239	3
mmu00340	109731	13
mmu00340	110695	15
mmu00340	11484	3
mmu00340	11669	13
mmu00340	11670	9
mmu00340	11671	13
mmu00340	13195	10
mmu00340	140483	1
mmu00340	14317	3
mmu00340	15109	2
mmu00340	15186	2
mmu00340	17161	13
mmu00340	243537	2
mmu00340	338403	4
mmu00340	56752	12
mmu00340	56847	9
mmu00340	621603	9
mmu00340	66054	4
mmu00340	67689	9
mmu00340	71761	2
mmu00340	72535	13
mmu00340	73458	9
mmu00340	76507	3
mmu00350	100328588	8
mmu00350	100470	8
mmu00350	109731	13
mmu00350	11522	8
mmu00350	11529	8
mmu00350	11532	10
mmu00350	11670	9
mmu00350	11754	5
mmu00350	11761	8
mmu00350	12846	4
mmu00350	13166	2
mmu00350	13190	3
mmu00350	13195	10
mmu00350	14085	2
mmu00350	14204	8
mmu00350	14718	10
mmu00350	14719	11
mmu00350	14874	2
mmu00350	15233	2
mmu00350	15445	4
mmu00350	17161	13
mmu00350	17319	2
mmu00350	18948	2
mmu00350	213043	8
mmu00350	21823	8
mmu00350	22018	7
mmu00350	22173	4
mmu00350	22178	3
mmu00350	234724	7
mmu00350	237940	5
mmu00350	26876	8
mmu00350	56847	9
mmu00350	621603	9
mmu00350	67689	9
mmu00350	68636	2
mmu00350	71724	8
mmu00350	71872	8
mmu00350	73458	9
mmu00350	73988	8
mmu00360	100328588	8
mmu00360	100470	8
mmu00360	107146	1
mmu00360	109731	13
mmu00360	11670	9
mmu00360	11754	5
mmu00360	11758	2
mmu00360	13195	10
mmu00360	14204	8
mmu00360	14718	10
mmu00360	14719	11
mmu00360	15445	4
mmu00360	17161	13
mmu00360	17319	2
mmu00360	18478	4
